"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"29166","1439","282","179","137","104","864","420","860","333","900","382","1744","516","638","378","428","192","6375","1027","4880","821","4274","763","7784","954","0500000US39169","Wayne County, Ohio"
"30674","1468","579","351","465","273","1268","540","1054","467","399","324","833","369","311","215","534","308","4409","967","4421","977","4510","789","11891","1498","0500000US39173","Wood County, Ohio"
"33681","1586","291","267","604","417","433","315","625","317","980","477","907","502","624","310","640","344","6723","1076","6043","1111","4554","912","11257","1195","0500000US40017","Canadian County, Oklahoma"
"74314","2241","3056","1148","1248","549","997","509","1972","844","3076","1043","3435","1162","1827","748","2210","873","12351","1782","11786","1518","9063","1422","23293","2044","0500000US40027","Cleveland County, Oklahoma"
"28582","1838","1267","573","1144","549","1132","497","1164","544","1237","584","1011","612","478","365","585","364","6007","1132","4741","1073","3642","740","6174","1183","0500000US40031","Comanche County, Oklahoma"
"19555","955","720","236","465","206","714","332","661","272","876","332","539","225","513","248","581","279","3850","687","3431","593","2053","478","5152","711","0500000US40037","Creek County, Oklahoma"
"18393","1189","759","327","358","216","654","316","1054","450","778","353","1374","440","480","303","332","185","4082","760","2552","639","2307","602","3663","706","0500000US40101","Muskogee County, Oklahoma"
"186085","4735","10675","1833","6320","1475","8300","1542","7452","1538","7339","1395","8050","1346","3256","920","4940","972","31407","2359","25296","2180","17861","2038","55189","3145","0500000US40109","Oklahoma County, Oklahoma"
"16198","1237","369","312","694","487","825","543","371","243","466","270","777","494","125","142","598","318","2468","720","3027","763","1624","639","4854","879","0500000US40119","Payne County, Oklahoma"
"18842","921","1413","459","580","278","747","281","415","188","1009","414","924","323","384","208","531","266","3265","627","3569","661","2391","564","3614","589","0500000US40125","Pottawatomie County, Oklahoma"
"26043","968","996","379","400","214","667","323","519","229","1137","338","869","325","383","246","583","264","4293","656","4069","656","3609","564","8518","804","0500000US40131","Rogers County, Oklahoma"
"158364","2919","7401","823","4125","632","5326","782","4724","889","6396","1157","6653","1024","2433","610","3918","777","25580","1744","23538","1868","17487","1609","50783","2287","0500000US40143","Tulsa County, Oklahoma"
"22783","880","540","266","696","312","469","261","450","170","548","237","1073","395","323","203","647","271","4165","589","4317","689","2364","516","7191","947","0500000US40145","Wagoner County, Oklahoma"
"20800","1193","821","461","166","171","331","261","299","248","645","341","484","225","438","264","562","334","2218","584","3274","942","2114","585","9448","1350","0500000US41003","Benton County, Oregon"
"112337","3059","2391","776","1184","508","1813","674","2565","960","1301","522","2372","833","1771","658","1873","627","13989","1845","16340","1948","12897","1481","53841","3109","0500000US41005","Clackamas County, Oregon"
"51474","2689","1502","687","1099","671","1028","674","1609","879","1993","917","1055","697","796","463","936","644","6844","1458","7577","1653","6412","1517","20623","2275","0500000US41017","Deschutes County, Oregon"
"29874","2022","997","577","788","530","876","513","1446","666","2184","871","1011","532","537","314","1095","433","6591","1349","4660","884","3478","961","6211","1135","0500000US41019","Douglas County, Oregon"
"57462","3281","2502","931","1667","964","1565","674","1421","574","2389","785","1811","831","1270","560","1674","813","9446","1804","9733","1844","6871","1510","17113","2234","0500000US41029","Jackson County, Oregon"
"23893","1747","2061","873","533","374","320","270","1073","581","532","370","1005","686","1211","828","870","551","5004","1288","3037","1034","2790","968","5457","1118","0500000US41033","Josephine County, Oregon"
"16551","1425","514","318","909","555","869","520","669","377","987","437","644","320","88","97","414","324","3193","850","2350","582","1965","754","3949","956","0500000US41035","Klamath County, Oregon"
"91178","3664","3893","1000","2501","916","3480","1072","2960","937","3763","1048","2797","953","2107","906","1561","425","14425","1820","14397","1829","11555","1452","27739","2265","0500000US41039","Lane County, Oregon"
"33226","1692","1014","549","796","510","1360","681","1364","727","1986","730","793","440","613","482","803","448","6840","1793","4667","985","5203","1041","7787","1110","0500000US41043","Linn County, Oregon"
"81647","2752","3184","934","3285","1293","2787","927","3535","859","4051","1121","3844","1197","1162","517","2554","997","13871","2251","12331","1629","9986","1542","21057","2163","0500000US41047","Marion County, Oregon"
"175694","5370","5063","1356","2857","988","3692","1264","7261","1780","4462","1251","4514","1140","2466","791","3197","1109","22234","2375","22290","2140","17723","1991","79935","3080","0500000US41051","Multnomah County, Oregon"
"21756","1407","715","471","579","451","1093","675","728","447","562","347","734","386","587","414","885","489","3113","791","2635","651","3265","909","6860","993","0500000US41053","Polk County, Oregon"
"17297","1466","1167","629","620","406","624","483","1085","585","691","428","843","450","281","227","277","213","2652","781","3032","871","2474","712","3551","868","0500000US41059","Umatilla County, Oregon"
"149665","3560","2434","892","2661","876","3061","1243","2721","1012","3042","1064","2844","927","882","426","3401","1234","19416","2151","17805","2212","19606","2230","71792","3182","0500000US41067","Washington County, Oregon"
"24476","1396","1180","672","529","381","770","496","409","238","1357","715","1150","626","252","264","317","253","3495","1040","3272","819","3244","871","8501","1253","0500000US41071","Yamhill County, Oregon"
"27421","1331","693","417","299","143","300","208","525","310","895","511","729","377","480","247","817","497","4237","799","5513","908","2483","618","10450","1076","0500000US42001","Adams County, Pennsylvania"
"303257","5819","9034","1395","6299","1386","6078","1129","8604","1529","8764","1350","9197","1510","3018","833","4364","1020","38346","2907","41545","2924","38182","2892","129826","4512","0500000US42003","Allegheny County, Pennsylvania"
"17972","924","244","183","110","67","261","157","684","348","482","268","1189","436","373","259","904","353","3614","611","3000","518","2456","553","4655","802","0500000US42005","Armstrong County, Pennsylvania"
"45627","2236","1355","577","651","315","1180","580","1299","496","1431","575","1452","457","873","468","1130","484","8035","1276","7227","1101","6714","1196","14280","1392","0500000US42007","Beaver County, Pennsylvania"
"108057","2873","4132","1039","1866","721","2801","752","3134","748","2713","772","2991","947","2085","811","2671","662","17540","1992","14797","1576","14858","1608","38469","2401","0500000US42011","Berks County, Pennsylvania"
"32833","1637","639","340","1800","755","659","316","835","455","977","449","1302","398","1075","627","926","396","5277","942","5415","953","5636","1240","8292","1288","0500000US42013","Blair County, Pennsylvania"
"171229","2763","2635","855","1718","642","1671","695","1977","714","3005","1051","4738","1003","1225","538","1770","705","19637","2252","20147","2362","21956","2232","90750","2921","0500000US42017","Bucks County, Pennsylvania"
"51885","1733","916","363","1167","583","657","317","1523","577","1156","420","1474","581","447","203","757","321","7286","1035","7550","1003","7255","1221","21697","1674","0500000US42019","Butler County, Pennsylvania"
"35505","1705","1470","571","960","427","1057","395","1175","345","1270","359","1557","419","436","243","757","294","6982","895","5687","797","4695","946","9459","994","0500000US42021","Cambria County, Pennsylvania"
"17193","1557","985","464","376","256","207","317","509","352","592","377","1468","699","308","285","472","284","3123","725","2104","549","2282","711","4767","988","0500000US42025","Carbon County, Pennsylvania"
"32350","1637","710","411","223","207","409","322","765","449","750","428","1282","591","243","179","555","294","5435","1152","4463","921","4186","989","13329","1473","0500000US42027","Centre County, Pennsylvania"
"138582","2651","2510","905","2305","803","1365","545","3043","1201","1501","568","1451","457","1040","421","1619","702","10631","1398","15768","1668","16358","2010","80991","2875","0500000US42029","Chester County, Pennsylvania"
"20941","1248","907","489","576","284","939","506","835","322","840","326","980","344","321","173","605","224","4065","745","3978","676","1832","488","5063","807","0500000US42033","Clearfield County, Pennsylvania"
"14947","1036","243","170","289","205","184","128","320","139","362","180","399","205","366","175","684","337","3036","704","2546","536","2130","492","4388","720","0500000US42037","Columbia County, Pennsylvania"
"21985","1121","467","244","414","232","885","309","677","221","880","275","883","261","574","264","569","245","5094","808","3701","604","3124","614","4717","714","0500000US42039","Crawford County, Pennsylvania"
"63498","2586","1146","467","203","159","743","423","1125","568","1197","589","1641","673","961","535","1201","522","8062","1349","10820","1649","7989","1289","28410","2172","0500000US42041","Cumberland County, Pennsylvania"
"69919","2881","3110","1009","1322","643","2565","880","2936","953","1497","550","2687","764","1055","572","1107","477","11246","1591","8311","1399","8075","1157","26008","2340","0500000US42043","Dauphin County, Pennsylvania"
"139055","3482","2891","987","2526","779","2735","1002","3219","893","2491","812","5540","1331","2872","813","2076","730","18609","1918","17714","2248","14633","1833","63749","2922","0500000US42045","Delaware County, Pennsylvania"
"68334","2636","2738","821","1452","490","2561","974","2337","885","4067","1033","2360","640","1568","565","1561","534","12174","1588","11850","1390","7640","1135","18026","1657","0500000US42049","Erie County, Pennsylvania"
"37447","1937","1550","525","1115","611","1138","554","1426","579","1393","590","1332","547","651","455","1154","435","6497","1095","6448","894","5149","977","9594","1178","0500000US42051","Fayette County, Pennsylvania"
"43935","2010","1554","954","1255","775","1220","681","1175","648","1044","591","1586","690","292","208","1491","817","8413","1616","7212","1304","5425","1121","13268","1689","0500000US42055","Franklin County, Pennsylvania"
"21675","1448","512","242","670","444","410","207","1478","567","368","198","736","344","278","198","694","274","4470","962","3920","739","3141","721","4998","861","0500000US42063","Indiana County, Pennsylvania"
"53538","2440","2172","753","1341","448","1525","626","2248","733","2115","780","1653","718","768","468","1656","727","9488","1217","7535","1105","8025","1361","15012","1615","0500000US42069","Lackawanna County, Pennsylvania"
"140049","3508","2102","777","2004","651","2528","901","4228","1077","4095","1039","4737","1016","2621","932","2983","826","23059","2520","23893","2527","18638","1842","49161","2440","0500000US42071","Lancaster County, Pennsylvania"
"24528","1529","1363","574","742","382","790","315","1120","431","1045","471","1084","471","449","265","1017","357","3853","756","3660","716","3709","750","5696","833","0500000US42073","Lawrence County, Pennsylvania"
"38309","1632","1339","743","1014","627","690","454","1558","603","1425","610","1330","572","631","352","1360","627","5655","1178","6966","1227","5283","892","11058","1565","0500000US42075","Lebanon County, Pennsylvania"
