"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"29606","1749","942","440","163","221","219","236","835","404","647","406","703","381","36","62","480","312","3333","875","4420","1177","4307","892","13521","1627","0500000US33017","Strafford County, New Hampshire"
"64492","3153","2749","1039","1684","876","2156","744","2257","787","2292","1012","1449","710","936","437","1496","613","9811","1708","8365","1434","7363","1381","23934","2286","0500000US34001","Atlantic County, New Jersey"
"243393","4298","5016","1365","3719","1154","5156","1401","4115","1142","4808","1295","5578","1382","2116","810","2595","801","22556","2549","23859","2222","24336","2728","139539","4155","0500000US34003","Bergen County, New Jersey"
"115839","3664","1841","722","658","331","1810","821","2142","958","2755","914","2159","770","989","506","1350","562","14130","1934","14900","1774","13492","1477","59613","3056","0500000US34005","Burlington County, New Jersey"
"122775","4268","4615","1291","2881","1012","3932","1282","4278","1269","4806","1354","4206","1265","1751","551","2525","904","13602","2106","14325","1759","14588","1707","51266","3101","0500000US34007","Camden County, New Jersey"
"25773","2173","790","455","690","673","359","275","1057","525","456","395","557","373","115","116","677","351","3096","758","3511","929","3721","968","10744","1219","0500000US34009","Cape May County, New Jersey"
"34428","2289","1115","562","1860","716","566","375","3481","1247","1044","558","1427","849","1056","575","783","543","5214","1211","3540","978","4897","1064","9445","1390","0500000US34011","Cumberland County, New Jersey"
"189597","5011","10562","1600","6470","1733","6159","1268","8719","1752","5544","1354","7262","1740","2523","865","2550","992","24307","2915","21086","2467","17468","2291","76947","3521","0500000US34013","Essex County, New Jersey"
"69496","2591","1457","707","622","364","928","412","1103","466","1161","433","1144","815","351","233","1251","514","8117","1288","9288","1361","9709","1407","34365","2074","0500000US34015","Gloucester County, New Jersey"
"158957","4400","6281","1587","5415","1453","6776","1862","6984","1579","6096","1352","5568","1459","1366","794","3305","1246","21253","2632","17956","2688","16683","2552","61274","3474","0500000US34017","Hudson County, New Jersey"
"35139","1632","616","466","197","214","474","356","407","357","545","361","484","332","490","417","115","132","1441","554","3612","961","3126","938","23632","1667","0500000US34019","Hunterdon County, New Jersey"
"89807","3898","2388","1070","2333","813","1505","838","2181","795","2419","1244","2682","958","1627","1141","1060","662","11081","2054","8309","1843","8746","1655","45476","2585","0500000US34021","Mercer County, New Jersey"
"207900","3935","5809","1381","2117","699","4789","1390","5040","1423","3573","1050","4572","1232","2541","981","3231","994","25205","2599","24356","2404","25751","2526","100916","3470","0500000US34023","Middlesex County, New Jersey"
"163558","4293","4272","1079","1346","576","2053","846","2100","902","3282","1028","3015","1066","892","460","1995","679","14260","1793","16732","1727","13782","1546","99829","3622","0500000US34025","Monmouth County, New Jersey"
"127292","3255","2203","777","345","235","1319","895","1112","548","1457","690","1876","767","732","452","426","338","9167","1568","11622","1285","13871","2020","83162","3411","0500000US34027","Morris County, New Jersey"
"150140","4761","4826","1170","2061","708","2824","892","3359","966","3971","1015","4965","1319","1883","574","3099","933","21333","2595","21603","2200","17643","2007","62573","3050","0500000US34029","Ocean County, New Jersey"
"125204","3309","4878","1300","3753","863","4803","1377","5548","1090","4718","1253","3703","1245","1494","578","2402","809","17439","2700","14202","2014","15471","2040","46793","3142","0500000US34031","Passaic County, New Jersey"
"16345","1261","718","645","243","226","455","298","996","541","769","460","604","387","130","187","391","302","1798","637","1537","444","2347","574","6357","908","0500000US34033","Salem County, New Jersey"
"88135","3001","1066","525","783","555","832","489","923","478","1147","619","1476","667","1140","566","641","386","6148","1512","7076","1499","7902","1436","59001","2793","0500000US34035","Somerset County, New Jersey"
"38434","2009","691","305","309","373","416","318","470","321","714","472","648","311","770","372","445","411","3916","791","3830","869","4458","973","21767","1835","0500000US34037","Sussex County, New Jersey"
"137761","3913","2394","899","1766","679","3082","867","5121","1305","3525","1023","4252","1145","1498","740","1968","772","16555","2129","17248","2439","15149","2083","65203","2740","0500000US34039","Union County, New Jersey"
"27171","1441","672","356","107","142","182","177","448","282","781","454","624","375","415","293","415","277","3490","760","3049","776","3245","863","13743","1349","0500000US34041","Warren County, New Jersey"
"159729","4970","9357","1817","5139","1396","4920","1210","6610","1545","7549","1697","5179","1318","2319","797","4378","1180","25187","2813","23343","2501","17105","2191","48643","2697","0500000US35001","Bernalillo County, New Mexico"
"15991","1532","509","349","908","457","1037","581","1508","598","787","478","1242","723","615","436","456","301","2627","828","2501","811","1306","614","2495","680","0500000US35005","Chaves County, New Mexico"
"52763","2840","3744","1145","2949","983","4941","1392","4135","1295","2899","1054","2423","1015","1256","700","1302","629","8388","1894","5705","1340","4137","1116","10884","1432","0500000US35013","Doña Ana County, New Mexico"
"16252","1105","1197","542","457","291","555","331","951","573","823","419","480","377","410","332","510","400","3560","949","2689","796","1030","492","3590","861","0500000US35025","Lea County, New Mexico"
"14809","1117","1829","496","1400","523","915","288","1269","556","951","361","1049","572","469","331","493","301","2084","649","1609","472","980","563","1761","494","0500000US35031","McKinley County, New Mexico"
"13748","1449","1206","757","311","289","530","428","936","699","395","235","1096","596","138","123","155","160","2241","823","2698","987","1678","767","2364","662","0500000US35035","Otero County, New Mexico"
"36841","1552","1357","392","654","288","738","335","1142","483","1244","530","1464","451","881","580","743","445","7521","1306","6812","1174","3440","989","10845","1222","0500000US35043","Sandoval County, New Mexico"
"29548","1545","2745","743","1213","613","1852","641","1785","602","1448","621","1992","704","914","501","697","356","4210","913","4326","881","2830","637","5536","921","0500000US35045","San Juan County, New Mexico"
"36488","2386","888","418","454","355","1345","725","2007","753","1233","556","1535","645","932","513","1163","518","5127","1011","4854","1075","3220","879","13730","1115","0500000US35049","Santa Fe County, New Mexico"
"18194","1304","878","653","721","462","470","310","511","365","1880","830","959","603","662","402","364","324","2430","725","3708","965","2274","784","3337","852","0500000US35061","Valencia County, New Mexico"
"72332","3095","2642","952","1024","493","1446","559","2056","960","1959","679","2083","839","1525","736","1332","703","7890","1522","10679","1371","7859","1392","31837","2302","0500000US36001","Albany County, New York"
"323214","7046","35687","3943","22280","2848","20619","2719","20080","2456","19062","2305","17528","2494","8203","1794","9395","1873","51867","3927","40026","3688","25156","2807","53311","3352","0500000US36005","Bronx County, New York"
"44761","2106","2487","902","1182","479","1875","810","2063","885","1269","581","2158","779","728","326","867","395","6684","1214","6395","1140","5675","1056","13378","1546","0500000US36007","Broome County, New York"
"21167","1342","737","291","971","395","938","298","1151","416","525","237","1139","454","294","319","798","417","3869","745","4108","724","2523","500","4114","607","0500000US36009","Cattaraugus County, New York"
"18400","1381","388","224","492","356","588","426","666","307","573","358","764","282","350","218","461","242","3491","721","2862","582","1888","497","5877","761","0500000US36011","Cayuga County, New York"
"31831","1649","1640","572","1029","451","1778","686","947","334","1336","553","1310","489","658","463","861","399","5450","841","4502","805","4313","769","8007","1033","0500000US36013","Chautauqua County, New York"
"20837","1576","743","441","291","223","478","374","591","287","801","345","1932","702","338","253","515","447","3522","699","2670","576","3092","805","5864","832","0500000US36015","Chemung County, New York"
"20558","1449","462","247","704","461","562","297","1005","793","760","395","716","373","582","505","397","323","3338","903","2925","736","2568","792","6539","1128","0500000US36019","Clinton County, New York"
"71635","3016","1800","820","1234","593","1629","692","2105","774","1307","570","2234","793","1261","624","1407","655","6019","1175","7660","1317","7903","1334","37076","2253","0500000US36027","Dutchess County, New York"
"230402","5021","9428","1724","6213","1436","5929","1148","8238","1360","7161","1519","8430","1841","3652","1073","4209","904","32770","2853","33170","2886","27599","2690","83603","3636","0500000US36029","Erie County, New York"
"27993","1714","823","310","447","262","604","389","775","349","1490","668","1556","621","792","525","495","320","5975","1039","4944","991","3316","833","6776","1015","0500000US36045","Jefferson County, New York"
"591462","8940","35407","3124","25768","2790","29815","3087","29557","2460","24892","2227","23551","2568","10149","1537","15745","2341","80034","4719","63002","3482","58605","4057","194937","6188","0500000US36047","Kings County, New York"
"15133","1265","486","436","222","151","76","98","459","372","343","220","516","292","198","157","57","57","2832","724","3016","651","1673","383","5255","856","0500000US36051","Livingston County, New York"
"17590","1305","372","258","622","408","121","143","581","400","848","488","279","193","336","266","458","265","2753","674","3137","834","2118","635","5965","1064","0500000US36053","Madison County, New York"
"180738","3992","7566","1383","4637","1261","5204","1388","5358","1142","7030","1160","5267","1068","2336","799","3576","740","21981","2258","23319","2131","24221","2182","70243","3379","0500000US36055","Monroe County, New York"
"340833","4793","5601","1421","3830","1087","4685","1226","5824","1455","4642","1220","6941","1353","3884","1285","3927","1059","28464","3122","30929","3277","33516","3299","208590","5215","0500000US36059","Nassau County, New York"
"319832","9154","15225","2603","10978","1971","12468","2155","10853","2035","11490","2619","9760","1853","2809","1139","5049","1507","29472","3578","26960","4011","18673","2972","166095","6663","0500000US36061","New York County, New York"
"55135","2088","2435","715","1929","782","1177","607","1627","637","1596","670","1910","635","600","445","1323","617","7881","1234","8138","1274","7894","1331","18625","1691","0500000US36063","Niagara County, New York"
"56426","2340","3014","1072","1519","781","1571","620","3138","1021","1879","619","2591","830","1358","614","839","435","9698","1459","6576","1090","7065","1144","17178","1376","0500000US36065","Oneida County, New York"
"115176","3211","5122","1225","2777","919","3267","856","3150","906","3217","938","3493","920","1758","685","2232","884","15895","1773","16425","1802","13059","1641","44781","2157","0500000US36067","Onondaga County, New York"
"27228","1546","763","369","362","293","630","436","589","437","583","352","702","348","597","422","564","269","4127","848","3288","722","3952","800","11071","1270","0500000US36069","Ontario County, New York"
"90988","3135","2862","964","2690","739","2157","912","2998","1007","2130","742","3579","1070","1568","685","2424","1058","10542","1512","10308","1727","10015","1619","39715","2358","0500000US36071","Orange County, New York"
"29546","1296","1929","616","586","355","929","543","1300","598","712","332","1093","436","594","356","498","214","4533","691","4113","1012","3810","609","9449","1254","0500000US36075","Oswego County, New York"
"27274","1504","395","279","394","372","463","402","82","103","389","242","613","440","69","87","166","166","2235","785","3708","980","3144","717","15616","1385","0500000US36079","Putnam County, New York"
"539742","6536","16145","2203","13625","2056","19190","2270","21978","2424","25341","2678","25822","2836","12312","2352","14885","2144","82709","4451","70196","3948","55940","3581","181599","5952","0500000US36081","Queens County, New York"
"40079","2070","1305","488","1194","517","630","448","799","494","508","288","1303","608","426","259","749","380","4220","885","5060","1019","6956","1172","16929","1550","0500000US36083","Rensselaer County, New York"
"118442","3641","4911","1276","2710","1125","2900","946","2452","783","3614","1410","2300","663","1321","576","2026","1067","13576","2439","15973","2185","12910","1694","53749","3174","0500000US36085","Richmond County, New York"
"74783","2607","2421","732","2716","951","2299","902","2546","830","2153","791","2825","1036","912","428","882","542","7027","1383","7723","1406","5769","1305","37510","2327","0500000US36087","Rockland County, New York"
"25979","1545","1059","385","861","344","740","313","1259","500","892","368","843","374","694","367","795","469","3995","831","4982","1016","3046","744","6813","954","0500000US36089","St. Lawrence County, New York"
"60841","2866","930","530","487","347","499","306","753","402","779","346","2072","976","806","413","900","378","6044","1299","7232","1149","7277","1502","33062","2211","0500000US36091","Saratoga County, New York"
"31289","2001","580","347","670","426","507","369","901","562","1219","497","661","401","840","534","413","294","4444","1150","4285","939","3790","858","12979","1403","0500000US36093","Schenectady County, New York"
"25411","1351","490","293","591","267","821","367","908","385","1004","365","1090","365","647","467","495","219","4003","629","4425","801","3430","654","7507","839","0500000US36101","Steuben County, New York"
"360416","6211","6930","1646","5518","1753","5061","1161","5316","1277","7611","1684","8052","1421","3458","1154","5066","1290","36399","3570","38228","3364","38131","3121","200646","5263","0500000US36103","Suffolk County, New York"
"17487","1702","649","350","582","459","669","440","1095","505","970","543","663","377","395","344","172","147","2977","906","2125","660","2401","742","4789","873","0500000US36105","Sullivan County, New York"
"20642","1278","279","243","612","409","248","207","521","370","1119","462","247","183","412","350","365","350","2654","801","2938","792","2670","720","8577","1155","0500000US36109","Tompkins County, New York"
"42744","2321","817","445","1518","511","816","473","966","495","1548","785","1605","559","513","290","287","228","5348","1195","7049","1263","4993","1125","17284","1714","0500000US36111","Ulster County, New York"
"17052","1293","307","240","457","323","666","363","477","324","414","223","403","324","132","136","334","204","2688","630","2774","706","1499","507","6901","1207","0500000US36113","Warren County, New York"
"24444","1362","404","233","708","404","228","205","534","332","831","389","686","352","175","187","453","274","4403","948","4488","830","3652","802","7882","1151","0500000US36117","Wayne County, New York"
"238521","4767","4726","1147","3507","962","4465","1197","6061","1324","5117","1317","4628","1279","2625","865","3332","1051","23747","2722","22644","2722","19993","2441","137676","4342","0500000US36119","Westchester County, New York"
"40499","2857","1528","672","1141","582","850","342","1980","807","1572","667","1932","640","651","508","1575","685","7122","1412","5908","1275","4456","972","11784","1527","0500000US37001","Alamance County, North Carolina"
"38908","2114","1084","594","450","304","785","552","1126","526","1137","522","600","283","910","423","631","478","5821","1280","6688","1122","6071","1205","13605","1735","0500000US37019","Brunswick County, North Carolina"
"62390","2690","955","544","1284","561","1381","670","1948","776","2986","1097","2127","847","1401","757","1157","477","10373","1517","9234","1417","7682","1331","21862","1867","0500000US37021","Buncombe County, North Carolina"
"23863","2022","654","433","1173","590","616","373","1794","917","1250","696","1146","447","258","236","516","326","4836","1245","3105","866","2705","697","5810","1195","0500000US37023","Burke County, North Carolina"
"54401","2363","2154","1079","773","519","1277","688","2157","1130","1184","578","1715","719","1109","686","1137","566","8255","1300","7560","1259","7446","1366","19634","2072","0500000US37025","Cabarrus County, North Carolina"
"22449","1796","925","526","857","501","1310","722","1860","854","1287","651","891","512","1077","692","492","328","3302","786","3643","1019","2498","785","4307","877","0500000US37027","Caldwell County, North Carolina"
"18202","1433","322","195","190","152","135","114","370","234","667","330","1275","499","230","211","607","257","3013","735","3607","798","1989","558","5797","882","0500000US37031","Carteret County, North Carolina"
"43671","2421","1303","463","1940","888","1314","632","2043","830","1760","824","1830","677","1647","839","1003","646","8020","1474","6591","1419","5715","1253","10505","1375","0500000US37035","Catawba County, North Carolina"
"20178","1618","532","321","246","237","442","355","532","356","420","283","714","510","197","197","593","494","2881","798","1836","760","2116","753","9669","1171","0500000US37037","Chatham County, North Carolina"
"23916","1674","1534","695","1293","643","1056","495","1205","584","1338","658","999","473","337","223","845","445","4499","1059","3262","798","3522","977","4026","989","0500000US37045","Cleveland County, North Carolina"
"27544","1705","1448","731","1135","651","555","375","1238","739","837","480","1068","726","833","700","821","559","5334","1088","3409","846","4093","1087","6773","886","0500000US37049","Craven County, North Carolina"
"80255","2616","4129","903","3442","854","3735","796","4252","912","3941","723","4050","973","2635","657","2345","767","14633","1725","11177","1579","7704","1250","18212","1578","0500000US37051","Cumberland County, North Carolina"
"47046","2319","2561","994","2024","771","1500","581","1976","743","2773","1179","2501","1130","1680","692","1124","555","7658","1555","6703","1298","6232","1391","10314","1549","0500000US37057","Davidson County, North Carolina"
"74670","3332","2482","967","1921","884","2251","951","2033","785","2738","1053","3114","1014","1938","1046","2021","841","10291","1980","8698","1724","8945","1511","28238","2334","0500000US37063","Durham County, North Carolina"
"92137","2990","5179","1483","2599","996","3873","1362","3323","903","3867","1172","4017","1133","1935","696","1754","563","15869","2036","12605","1929","9827","1346","27289","1868","0500000US37067","Forsyth County, North Carolina"
"19248","1706","210","199","679","495","518","405","756","509","798","494","619","397","478","437","436","424","3771","1026","1899","716","2827","824","6257","1313","0500000US37069","Franklin County, North Carolina"
"56260","2432","2417","829","1237","546","1493","535","1495","578","2912","861","2700","832","1207","508","1505","712","9703","1377","10130","1571","6623","1060","14838","1153","0500000US37071","Gaston County, North Carolina"
"133620","4072","6695","1654","4346","1283","4837","1297","4103","1105","5914","1581","6368","1549","3431","985","4466","1269","20099","2241","17151","2319","14106","1957","42104","2386","0500000US37081","Guilford County, North Carolina"
"32968","1832","1204","406","1380","607","1446","713","1453","603","2210","745","1528","505","493","284","1127","454","6533","1047","5275","1063","3417","753","6902","1186","0500000US37085","Harnett County, North Carolina"
"32138","1935","831","571","270","259","844","603","1011","540","1041","432","704","376","765","495","661","347","6629","1320","5507","1147","3391","950","10484","1287","0500000US37089","Henderson County, North Carolina"
"50844","1900","1162","501","1177","680","1348","576","1396","607","2134","683","2202","762","792","380","2272","875","8738","1337","8867","1232","4779","870","15977","1364","0500000US37097","Iredell County, North Carolina"
"51274","2864","1039","580","881","656","1941","798","2027","840","2697","962","3292","1323","2098","1128","746","453","8493","2056","7913","1476","5678","1264","14469","2135","0500000US37101","Johnston County, North Carolina"
"24405","1449","1134","709","467","419","549","371","330","263","157","175","877","501","466","427","316","248","4949","1153","3896","1082","3191","977","8073","1108","0500000US37109","Lincoln County, North Carolina"
"257010","5595","7813","1425","5279","1261","8447","1680","7868","1645","8247","1571","9590","1759","4741","1320","5822","1514","37831","3244","31060","3238","26930","2420","103382","4210","0500000US37119","Mecklenburg County, North Carolina"
"26079","1837","872","677","735","528","263","231","1048","600","528","392","944","621","173","210","1187","837","4192","1278","4760","1261","2712","804","8665","1345","0500000US37125","Moore County, North Carolina"
"24960","2131","1267","748","132","140","979","463","1039","633","758","394","426","374","1007","712","810","583","6561","1599","3307","995","2398","694","6276","1392","0500000US37127","Nash County, North Carolina"
"53225","2695","3123","1233","790","412","682","474","1630","813","1405","719","1209","507","1524","751","1371","682","8093","1365","8170","1449","7575","1725","17653","1632","0500000US37129","New Hanover County, North Carolina"
"48917","3136","2662","1039","2303","1056","1294","712","2092","997","1844","967","3200","1481","799","516","1626","923","10480","1961","8373","1698","5215","1449","9029","1681","0500000US37133","Onslow County, North Carolina"
"32935","1764","1290","687","63","73","367","306","279","229","1524","814","1253","783","977","843","617","498","3586","894","3330","984","2204","686","17445","1539","0500000US37135","Orange County, North Carolina"
"38161","2407","2649","1020","923","431","1618","818","2382","1101","1260","651","1933","724","712","463","1732","763","6996","1557","4077","1093","4490","1007","9389","1415","0500000US37147","Pitt County, North Carolina"
"38557","2195","2261","869","897","575","897","479","1605","760","1791","808","2268","903","782","434","1119","522","8495","1522","5296","1071","4462","1028","8684","1274","0500000US37151","Randolph County, North Carolina"
"30683","1632","2889","633","1187","417","1731","459","2397","619","2179","563","2279","635","977","398","900","348","5176","739","4408","787","2987","660","3573","735","0500000US37155","Robeson County, North Carolina"
"25147","1856","1376","773","800","483","1663","943","884","504","946","457","1219","620","926","535","211","242","5359","1060","3907","1013","2685","758","5171","882","0500000US37157","Rockingham County, North Carolina"
"35893","2291","1896","976","1258","860","2079","849","1624","735","1956","1157","885","501","480","340","721","493","6979","1431","5430","1093","4869","1148","7716","1184","0500000US37159","Rowan County, North Carolina"
"17833","1587","1266","792","546","462","1045","662","641","437","1366","735","362","255","366","264","510","301","4557","1178","1616","512","2526","801","3032","760","0500000US37161","Rutherford County, North Carolina"
"18984","1404","549","368","552","406","848","511","577","297","1264","535","1310","592","371","313","360","228","3635","847","2704","742","1866","546","4948","871","0500000US37171","Surry County, North Carolina"
"61323","1996","884","526","654","423","1034","605","1888","693","1898","728","1830","666","465","290","1412","593","8335","1324","8949","1280","7899","1126","26075","1585","0500000US37179","Union County, North Carolina"
"271974","4918","5747","1596","2934","946","4959","1439","6850","1750","6680","1501","6149","1471","3352","1057","4409","1320","33959","3270","30187","2867","34183","3479","132565","4769","0500000US37183","Wake County, North Carolina"
"32860","2234","1790","756","1450","680","2657","1105","1568","811","2217","944","1110","450","1121","687","1436","808","6028","1457","3191","1081","3943","969","6349","1381","0500000US37191","Wayne County, North Carolina"
"19108","1761","1031","586","817","443","814","478","721","448","473","360","913","599","242","161","889","605","3926","985","3496","1071","2012","665","3774","928","0500000US37193","Wilkes County, North Carolina"
"18572","1577","1628","554","733","454","359","235","1328","592","910","696","961","435","209","198","272","183","2618","792","2345","909","2135","681","5074","962","0500000US37195","Wilson County, North Carolina"
"25038","1595","166","189","149","190","252","316","337","328","560","400","383","271","99","124","393","364","2976","903","4654","987","3655","835","11414","1337","0500000US38015","Burleigh County, North Dakota"
"41846","2738","862","659","615","458","1123","755","935","674","1078","796","669","352","772","476","996","475","5259","967","4957","1065","6149","1134","18431","2284","0500000US38017","Cass County, North Dakota"
"17304","1179","412","257","115","140","440","415","865","526","373","267","1098","614","243","206","653","451","2067","661","2962","795","1645","474","6431","1012","0500000US38035","Grand Forks County, North Dakota"
"14737","1325","287","241","42","46","247","350","277","231","333","312","532","340","0","161","476","318","2449","738","2192","672","2521","739","5381","939","0500000US38101","Ward County, North Dakota"
"25968","1470","792","394","586","352","658","354","1206","608","1211","618","998","365","155","126","562","383","6451","979","4142","872","3038","724","6169","1025","0500000US39003","Allen County, Ohio"
"22124","1573","1205","538","681","292","1323","565","990","508","736","343","552","338","501","347","364","246","3891","778","3264","750","3474","720","5143","899","0500000US39007","Ashtabula County, Ohio"
"11577","1089","704","367","621","369","908","572","140","114","613","411","390","292","216","212","240","253","1610","427","2270","690","1037","384","2828","662","0500000US39009","Athens County, Ohio"
"14724","1271","329","223","441","254","346","250","711","399","524","261","783","396","254","211","452","261","2809","699","2956","751","2338","625","2781","729","0500000US39013","Belmont County, Ohio"
"94760","2854","3514","1049","2109","708","1729","597","3292","1023","2826","962","3638","837","2015","687","1729","711","14907","2017","13441","1895","12059","1450","33501","2032","0500000US39017","Butler County, Ohio"
"34548","1958","1297","501","1421","647","847","404","1165","504","1322","507","1926","622","926","471","915","489","6306","1156","6241","964","4224","863","7958","919","0500000US39023","Clark County, Ohio"
"51525","2328","933","529","824","406","589","325","1529","691","1411","615","1219","466","627","414","1233","551","8240","1476","8845","1660","7273","1212","18802","1784","0500000US39025","Clermont County, Ohio"
"26096","1518","1136","483","739","361","1080","556","831","436","1363","627","1229","516","749","413","970","500","4631","995","4219","814","3269","831","5880","1019","0500000US39029","Columbiana County, Ohio"
"295330","5750","16860","1985","11198","1968","10534","1586","10851","1548","10445","1772","11132","1587","3784","845","6598","1442","44610","2732","37643","2942","32457","2613","99218","4257","0500000US39035","Cuyahoga County, Ohio"
"53224","2059","467","346","252","213","536","382","433","298","1021","519","694","444","264","253","736","517","5315","1125","6683","1157","6143","1167","30680","2131","0500000US39041","Delaware County, Ohio"
"19697","1436","301","211","580","403","480","416","905","482","755","408","1536","703","150","142","484","344","3278","764","3085","812","2714","763","5429","922","0500000US39043","Erie County, Ohio"
"40227","1909","1063","572","173","163","1325","591","1369","631","1350","655","1944","752","785","483","622","340","5388","1253","5426","1020","5893","965","14889","1653","0500000US39045","Fairfield County, Ohio"
"301328","6338","12325","2082","8988","1955","9633","1733","10233","1744","11892","1797","11077","1934","4106","1159","5810","1505","45032","3373","39204","3196","35082","2973","107946","4364","0500000US39049","Franklin County, Ohio"
"25274","1374","220","178","216","151","264","208","874","379","513","290","500","291","162","193","783","412","2296","604","3797","1015","3195","789","12454","1253","0500000US39055","Geauga County, Ohio"
"43123","2027","1374","588","678","450","1509","766","762","449","1031","572","1358","778","810","491","681","477","5361","1078","6254","1112","5410","1107","17895","1653","0500000US39057","Greene County, Ohio"
"200962","4960","10304","2001","4872","1324","6298","1463","5721","1493","5897","1339","7807","1468","2398","892","3522","1140","29603","2902","25690","2892","23794","2590","75056","3523","0500000US39061","Hamilton County, Ohio"
"19705","1550","787","493","97","133","269","234","176","150","687","542","504","324","265","224","714","485","3183","945","3393","867","3489","918","6141","1151","0500000US39063","Hancock County, Ohio"
"16722","1262","683","356","654","314","944","491","489","348","854","438","674","331","452","273","566","423","2422","644","2987","624","2206","536","3791","756","0500000US39081","Jefferson County, Ohio"
"61277","2160","795","339","729","457","1083","435","884","464","1607","762","1729","675","645","337","1003","359","10148","1494","11752","1568","8618","1173","22284","1829","0500000US39085","Lake County, Ohio"
"44495","2274","1496","694","733","450","547","334","1282","561","984","496","2089","753","484","366","468","270","6719","1258","6596","1331","7103","1257","15994","1501","0500000US39089","Licking County, Ohio"
"80178","3739","3761","1040","2038","682","3476","1009","2425","771","1709","631","2188","813","1082","447","1717","568","11620","1670","12618","1737","9447","1594","28097","2407","0500000US39093","Lorain County, Ohio"
"103610","3886","6516","1591","3816","1043","3076","1011","5423","1259","4577","1560","4943","1264","2016","773","2679","974","16281","1787","13100","1804","11943","1564","29240","2427","0500000US39095","Lucas County, Ohio"
"59412","2376","2833","655","2240","702","2560","875","1495","532","2863","964","2531","697","649","320","1479","626","8763","1196","8690","1192","9710","1359","15599","1800","0500000US39099","Mahoning County, Ohio"
"14270","1305","960","528","434","334","407","266","890","345","716","466","651","306","198","162","525","399","2744","827","2482","669","1348","449","2915","704","0500000US39101","Marion County, Ohio"
"52471","1895","933","498","758","408","1341","694","449","274","977","534","967","426","604","427","1333","583","7013","1342","7709","1277","8377","1498","22010","1900","0500000US39103","Medina County, Ohio"
"26294","1689","538","314","241","214","271","246","701","357","449","306","720","480","423","263","394","231","4728","1008","4488","864","3797","894","9544","1341","0500000US39109","Miami County, Ohio"
"131352","3670","6862","1458","3975","912","5405","1344","4204","1228","3925","979","5769","1247","1465","549","2682","772","20651","2231","19194","1863","15832","1646","41388","2564","0500000US39113","Montgomery County, Ohio"
"22554","1487","935","496","1365","603","726","395","838","335","835","426","660","320","589","345","723","449","4051","912","3592","878","3021","733","5219","871","0500000US39119","Muskingum County, Ohio"
"38898","2003","1391","605","787","426","465","285","1182","511","978","554","928","395","884","540","695","441","4278","957","6209","1169","5544","823","15557","1748","0500000US39133","Portage County, Ohio"
"30700","1544","1037","502","1045","440","1265","645","695","368","1695","731","2250","919","340","201","815","374","5078","1026","6358","1130","3721","1048","6401","1033","0500000US39139","Richland County, Ohio"
"19678","1437","1592","761","671","411","510","332","1434","797","681","300","514","259","581","354","744","622","3225","910","3410","871","2195","676","4121","898","0500000US39141","Ross County, Ohio"
"19352","1540","1721","652","644","410","969","563","933","566","1087","599","1152","600","402","303","585","400","2783","761","2923","861","2650","968","3503","718","0500000US39145","Scioto County, Ohio"
"94986","3200","4282","1304","2748","848","3232","1041","2672","937","2669","712","3170","847","1802","652","3168","1007","17123","1666","15277","1877","12074","1541","26769","1834","0500000US39151","Stark County, Ohio"
"135033","3254","3954","1343","3783","1139","2601","943","3938","883","3401","803","5396","1131","2053","610","2912","909","19012","1930","18946","1738","19809","1925","49228","2680","0500000US39153","Summit County, Ohio"
"51155","2791","3202","966","1840","788","2254","769","1969","801","2778","947","1771","572","318","205","1207","409","9220","1422","7667","977","6649","1219","12280","1478","0500000US39155","Trumbull County, Ohio"
"23757","1355","554","301","312","445","1338","750","648","430","536","354","1148","612","788","394","656","464","4715","771","3389","700","2922","790","6751","1113","0500000US39157","Tuscarawas County, Ohio"
"64821","2294","960","564","1063","578","774","498","984","615","1382","590","1901","1252","333","240","704","345","6471","1386","10218","1688","9424","1598","30607","2106","0500000US39165","Warren County, Ohio"
