Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,id,Geographic Area Name
35520,34172,31678,1451,31299,1521,24700,227,1210,0,1348,41003,"Benton County, Oregon"
158749,151173,139470,8190,138259,5737,113078,1215,4025,0,7576,41005,"Clackamas County, Oregon"
79950,76811,70078,3113,71868,3217,54371,423,2131,0,3139,41017,"Deschutes County, Oregon"
45647,41312,36192,3827,35543,3129,25843,242,633,0,4335,41019,"Douglas County, Oregon"
89787,85224,72262,3850,78045,8341,55130,1311,2389,0,4563,41029,"Jackson County, Oregon"
37059,34437,28404,2875,28642,3960,21668,772,1186,0,2622,41033,"Josephine County, Oregon"
26798,24545,19558,1539,21459,2683,16086,527,619,0,2253,41035,"Klamath County, Oregon"
156072,147852,129557,9006,132240,11440,97287,757,3609,0,8220,41039,"Lane County, Oregon"
48464,45112,38094,2509,40738,3964,29819,258,485,0,3352,41043,"Linn County, Oregon"
119511,113504,93554,5584,103030,11703,74207,1892,2095,40,6007,41047,"Marion County, Oregon"
330223,313993,278785,9919,297293,22960,215941,2099,6950,0,16230,41051,"Multnomah County, Oregon"
31218,29947,26033,1757,26722,1493,21173,253,977,0,1271,41053,"Polk County, Oregon"
26048,23525,19663,976,21412,1723,16634,315,543,0,2523,41059,"Umatilla County, Oregon"
225955,219361,199725,7970,205625,10835,162669,1818,6745,0,6594,41067,"Washington County, Oregon"
37235,34198,30714,2138,30324,863,25112,377,1072,0,3037,41071,"Yamhill County, Oregon"
39570,35438,30095,2662,30854,2979,22515,402,1179,75,4132,42001,"Adams County, Pennsylvania"
543369,492748,423214,27875,442876,37644,341169,8096,10712,74,50621,42003,"Allegheny County, Pennsylvania"
27332,23305,19398,2027,19212,1877,15455,739,730,47,4027,42005,"Armstrong County, Pennsylvania"
73059,65150,53728,4732,57535,7012,41647,502,1148,0,7909,42007,"Beaver County, Pennsylvania"
157006,140835,116958,8395,125895,13401,93271,2199,4753,151,16171,42011,"Berks County, Pennsylvania"
51096,44563,36405,3524,38250,5835,23004,823,446,0,6533,42013,"Blair County, Pennsylvania"
239962,224426,204804,10311,205377,9986,171064,2595,4857,0,15536,42017,"Bucks County, Pennsylvania"
77764,69909,60829,4482,61311,3951,49573,1693,1215,0,7855,42019,"Butler County, Pennsylvania"
56483,47274,38595,4282,38898,4438,30829,1522,1312,35,9209,42021,"Cambria County, Pennsylvania"
25177,22212,18196,2232,18649,1703,15432,683,466,0,2965,42025,"Carbon County, Pennsylvania"
58514,54021,49856,4043,48064,1908,37176,443,2330,0,4493,42027,"Centre County, Pennsylvania"
192746,181591,166158,7764,167691,8626,135540,911,4973,69,11155,42029,"Chester County, Pennsylvania"
31992,27618,23184,2617,23106,1962,17810,717,561,0,4374,42033,"Clearfield County, Pennsylvania"
26655,23104,19198,2243,19519,2342,14129,354,354,18,3551,42037,"Columbia County, Pennsylvania"
34386,30534,25667,3040,24617,2273,20165,782,855,45,3852,42039,"Crawford County, Pennsylvania"
102243,93642,85091,6193,81786,4003,65500,1950,2077,0,8601,42041,"Cumberland County, Pennsylvania"
112559,100349,82698,7053,88646,10425,61326,1922,5636,120,12210,42043,"Dauphin County, Pennsylvania"
207499,192335,164158,9066,175508,17987,135813,2045,4022,0,15164,42045,"Delaware County, Pennsylvania"
109797,99226,80567,6246,86883,12018,64390,2022,2518,14,10571,42049,"Erie County, Pennsylvania"
56085,46577,36597,3227,40673,4995,30892,889,806,45,9508,42051,"Fayette County, Pennsylvania"
59834,52587,45347,4266,45295,3479,36216,393,1525,111,7247,42055,"Franklin County, Pennsylvania"
33098,28166,24232,2715,24136,2331,18188,353,838,0,4932,42063,"Indiana County, Pennsylvania"
88268,78054,65752,4575,69753,7190,50365,1279,1324,0,10214,42069,"Lackawanna County, Pennsylvania"
202490,178584,156746,11255,157781,12336,121359,2258,5026,71,23906,42071,"Lancaster County, Pennsylvania"
37497,33138,27459,2264,28552,3196,21504,543,304,0,4359,42073,"Lawrence County, Pennsylvania"
54522,48370,41084,3707,41594,3312,35391,791,1145,0,6152,42075,"Lebanon County, Pennsylvania"
138586,125750,105885,6125,114110,11717,87621,1923,3470,0,12836,42077,"Lehigh County, Pennsylvania"
128301,111582,88146,7795,98798,14664,70035,1586,2931,0,16719,42079,"Luzerne County, Pennsylvania"
44585,39568,33385,3403,32546,2976,27548,1121,1057,0,5017,42081,"Lycoming County, Pennsylvania"
46809,40032,33107,2958,34929,3638,26552,427,699,16,6777,42085,"Mercer County, Pennsylvania"
55109,51142,45445,3429,45751,2868,35611,500,1431,0,3967,42089,"Monroe County, Pennsylvania"
313336,297278,271697,13201,274101,12460,226229,3339,7776,82,16058,42091,"Montgomery County, Pennsylvania"
114996,103676,90104,5903,93372,6940,71497,913,5289,102,11320,42095,"Northampton County, Pennsylvania"
38816,32302,25779,2558,27900,4140,20096,691,872,40,6514,42097,"Northumberland County, Pennsylvania"
608233,535555,418611,22311,494967,75874,334176,6329,11811,71,72678,42101,"Philadelphia County, Pennsylvania"
58458,48816,41113,4209,41213,4352,30474,859,899,0,9642,42107,"Schuylkill County, Pennsylvania"
28796,23338,19502,2493,19315,1761,15703,529,424,13,5458,42111,"Somerset County, Pennsylvania"
85835,76469,64066,4352,67903,7093,53961,1144,1106,10,9366,42125,"Washington County, Pennsylvania"
150368,134120,115450,10098,115445,10727,89627,2444,2974,61,16248,42129,"Westmoreland County, Pennsylvania"
173958,157877,132650,8322,143224,13939,112437,1992,3692,75,16081,42133,"York County, Pennsylvania"
69115,62650,55855,3347,55987,3514,46151,740,1515,0,6465,44003,"Kent County, Rhode Island"
34316,31736,28803,2619,27588,1303,22880,374,1350,0,2580,44005,"Newport County, Rhode Island"
237038,207634,168688,10561,189910,20641,140966,2250,3965,66,29404,44007,"Providence County, Rhode Island"
47680,45424,41024,2280,40575,1411,35747,830,1838,0,2256,44009,"Washington County, Rhode Island"
68609,61741,48013,2974,56754,9572,38601,712,967,0,6868,45003,"Aiken County, South Carolina"
78500,70796,54876,3479,64777,9135,47834,1106,1709,0,7704,45007,"Anderson County, South Carolina"
74679,71091,59795,1926,66116,6830,53940,1060,2050,73,3588,45013,"Beaufort County, South Carolina"
78168,72804,60738,4282,66474,7980,49511,581,2007,0,5364,45015,"Berkeley County, South Carolina"
160457,151084,119649,4461,142971,23438,85206,1512,3308,104,9373,45019,"Charleston County, South Carolina"
25308,19772,14170,1408,17441,3877,11508,441,669,0,5536,45031,"Darlington County, South Carolina"
55799,53575,45152,2090,49684,5967,34966,668,1272,0,2224,45035,"Dorchester County, South Carolina"
50518,44153,34037,2097,40539,7592,25652,451,315,0,6365,45041,"Florence County, South Carolina"
192556,176584,148036,7922,162940,18087,121575,1756,4553,0,15972,45045,"Greenville County, South Carolina"
27962,23532,16971,1308,21512,4484,13176,238,208,0,4430,45047,"Greenwood County, South Carolina"
131180,122384,98929,6346,110105,16417,72166,1314,10555,61,8796,45051,"Horry County, South Carolina"
24756,22514,19156,1430,20118,1632,15638,401,2988,0,2242,45055,"Kershaw County, South Carolina"
35710,32816,25727,1328,30457,4789,22503,429,2491,0,2894,45057,"Lancaster County, South Carolina"
25423,20856,15226,986,19426,3526,12876,190,938,0,4567,45059,"Laurens County, South Carolina"
115566,106203,89089,3620,99985,10899,76372,962,1938,40,9363,45063,"Lexington County, South Carolina"
31612,26826,21915,2373,23604,2907,18656,0,719,0,4786,45073,"Oconee County, South Carolina"
33561,28506,20318,1284,26410,5145,16330,345,493,0,5055,45075,"Orangeburg County, South Carolina"
48185,42948,34219,1883,39197,4535,30407,572,857,77,5237,45077,"Pickens County, South Carolina"
152227,143986,120782,4464,135923,15383,95710,1348,20072,0,8241,45079,"Richland County, South Carolina"
116018,103498,83883,5123,94606,11363,69314,1232,2146,61,12520,45083,"Spartanburg County, South Carolina"
40396,35352,27418,1244,32888,5385,21162,412,1307,0,5044,45085,"Sumter County, South Carolina"
100623,94575,81115,3164,89495,7435,68288,543,14668,0,6048,45091,"York County, South Carolina"
76630,71368,61581,3170,65926,5926,48435,749,1646,0,5262,46099,"Minnehaha County, South Dakota"
44794,40973,34189,2801,36068,3745,26902,622,2388,0,3821,46103,"Pennington County, South Dakota"
29505,26829,20981,1297,24123,2397,19529,428,862,0,2676,47001,"Anderson County, Tennessee"
51446,46314,39276,2554,41673,4096,30128,671,1459,92,5132,47009,"Blount County, Tennessee"
39104,34702,27345,1245,31996,3675,24145,712,355,0,4402,47011,"Bradley County, Tennessee"
283445,266714,222329,10281,249303,26581,181213,1975,27212,0,16731,47037,"Davidson County, Tennessee"
27316,23846,17936,1541,21225,3560,15597,267,545,0,3470,47059,"Greene County, Tennessee"
146057,132588,111722,5627,122897,13453,88878,1119,3371,0,13469,47065,"Hamilton County, Tennessee"
185416,170004,143078,6059,159886,17723,119991,1099,4713,0,15412,47093,"Knox County, Tennessee"
39223,35486,26731,2382,31634,6640,20855,375,194,0,3737,47113,"Madison County, Tennessee"
34361,31470,26817,1568,28908,3190,22254,85,724,0,2891,47119,"Maury County, Tennessee"
72973,69879,59885,2317,65720,5938,50550,318,1450,0,3094,47125,"Montgomery County, Tennessee"
33388,30404,24721,1508,27731,2644,20292,513,487,0,2984,47141,"Putnam County, Tennessee"
26375,24237,19453,420,23395,3058,15551,91,782,0,2138,47147,"Robertson County, Tennessee"
115376,109975,94810,3593,104218,8513,78702,513,7760,0,5401,47149,"Rutherford County, Tennessee"
36861,33051,25427,1473,29813,3417,22527,1083,614,0,3810,47155,"Sevier County, Tennessee"
352648,299329,229191,10949,279934,47028,193729,3720,7430,69,53319,47157,"Shelby County, Tennessee"
64504,56805,45744,3612,49572,6598,37475,668,1931,0,7699,47163,"Sullivan County, Tennessee"
68439,63714,52135,2124,59197,6070,45912,1242,1360,0,4725,47165,"Sumner County, Tennessee"
54433,48983,39057,1928,45093,6168,34163,500,1764,55,5450,47179,"Washington County, Tennessee"
80601,78435,75611,1278,75743,1298,66378,0,5114,326,2166,47187,"Williamson County, Tennessee"
52489,49222,43070,1628,45931,3214,37700,242,1562,126,3267,47189,"Wilson County, Tennessee"
29898,27305,22762,1454,24337,2547,19287,244,564,0,2593,48005,"Angelina County, Texas"
25334,22616,17270,800,21392,2511,14738,347,529,0,2718,48021,"Bastrop County, Texas"
123188,113934,98380,6315,101955,7673,82916,2441,2319,0,9254,48027,"Bell County, Texas"
644193,599824,472098,18953,567142,87372,391529,4330,27489,0,44369,48029,"Bexar County, Texas"
35228,28762,23046,1375,26724,3622,12187,258,399,0,6466,48037,"Bowie County, Texas"
120802,112721,95788,3279,107189,12773,74796,394,2623,93,8081,48039,"Brazoria County, Texas"
81030,77581,68546,2174,73422,4805,57480,677,2624,0,3449,48041,"Brazos County, Texas"
124812,103473,69863,3363,97246,23302,61573,1017,1499,0,21339,48061,"Cameron County, Texas"
344824,339237,316964,7268,327545,14398,258685,1025,17729,0,5587,48085,"Collin County, Texas"
53182,50023,44123,1681,47188,4270,38310,398,2122,0,3159,48091,"Comal County, Texas"
21491,19416,15998,1288,17487,1950,12369,79,229,6,2075,48099,"Coryell County, Texas"
937438,857816,688900,23665,818981,119555,557983,3964,67974,190,79622,48113,"Dallas County, Texas"
297899,291597,265203,5333,281519,15707,233508,741,9055,0,6302,48121,"Denton County, Texas"
54326,50290,35073,1642,47544,8762,29752,776,2233,0,4036,48135,"Ector County, Texas"
58633,56550,47502,1192,53645,6460,39981,231,1456,0,2083,48139,"Ellis County, Texas"
270160,242853,185370,6123,232160,41929,147525,1747,4520,0,27307,48141,"El Paso County, Texas"
245410,238410,221399,4008,230281,9801,191675,1226,5548,74,7000,48157,"Fort Bend County, Texas"
121976,113916,95023,2655,109446,11569,78974,651,3367,0,8060,48167,"Galveston County, Texas"
48963,45238,35024,1697,42934,7408,27395,84,1178,0,3725,48181,"Grayson County, Texas"
45513,41130,29325,1546,38874,8849,24677,233,601,0,4383,48183,"Gregg County, Texas"
54789,51249,43692,1801,47942,4877,36589,368,1302,0,3540,48187,"Guadalupe County, Texas"
1600357,1494324,1202852,37706,1427346,200260,998502,8649,38912,156,106033,48201,"Harris County, Texas"
22928,19904,15950,1223,18193,2266,11662,154,425,0,3024,48203,"Harrison County, Texas"
75164,72177,62736,1658,69088,6970,48178,250,1806,0,2987,48209,"Hays County, Texas"
30843,26604,19440,1287,24285,4891,14954,218,316,12,4239,48213,"Henderson County, Texas"
237323,199322,131925,6210,188377,49405,108933,1949,3425,0,38001,48215,"Hidalgo County, Texas"
34132,31608,24588,1254,29512,5241,20645,267,694,0,2524,48231,"Hunt County, Texas"
90839,81520,56896,2692,76700,16262,49025,757,1652,83,9319,48245,"Jefferson County, Texas"
59180,55953,45869,1500,53968,6359,38562,150,1234,0,3227,48251,"Johnson County, Texas"
39049,35515,28832,860,33998,4589,24650,215,5113,0,3534,48257,"Kaufman County, Texas"
27468,23281,16971,1117,21268,4425,12859,338,626,0,4187,48291,"Liberty County, Texas"
115686,107416,84970,1983,103466,14344,73598,631,2742,0,8270,48303,"Lubbock County, Texas"
92158,81549,64373,2683,76230,11998,51360,973,1619,0,10609,48309,"McLennan County, Texas"
57636,54356,43756,863,52326,7367,34659,353,1363,0,3280,48329,"Midland County, Texas"
202797,195652,168316,5724,187012,16165,137315,1108,4954,0,7145,48339,"Montgomery County, Texas"
23442,20500,15879,506,19456,2659,14268,232,317,0,2942,48347,"Nacogdoches County, Texas"
129987,116753,78632,3577,110316,22469,69321,913,13587,0,13234,48355,"Nueces County, Texas"
30047,26975,20459,877,25486,4245,15820,187,221,0,3072,48361,"Orange County, Texas"
46238,43889,37789,875,42025,4126,30435,264,970,0,2349,48367,"Parker County, Texas"
45550,40998,27916,1318,38811,9958,20507,224,376,0,4552,48375,"Potter County, Texas"
49457,47611,40817,1613,45111,3866,33664,89,1840,11,1846,48381,"Randall County, Texas"
34590,33925,30684,563,33090,2250,27698,62,1011,0,665,48397,"Rockwall County, Texas"
22202,19129,14026,723,17978,2699,12845,215,368,0,3073,48409,"San Patricio County, Texas"
77330,72904,46769,2164,67340,7115,55607,1826,1471,35,4426,48423,"Smith County, Texas"
722473,693257,571675,18132,663042,81192,486945,2597,19942,93,29216,48439,"Tarrant County, Texas"
49811,45743,36023,1780,42797,7302,27029,601,844,0,4068,48441,"Taylor County, Texas"
43301,39763,30288,1000,37145,6842,22958,531,1437,0,3538,48451,"Tom Green County, Texas"
486548,471154,419203,10219,451224,29303,343444,2942,12442,75,15394,48453,"Travis County, Texas"
31918,27337,19070,1092,25419,5681,16005,360,468,54,4581,48469,"Victoria County, Texas"
22693,20669,17393,817,19699,3098,8574,0,557,0,2024,48471,"Walker County, Texas"
75300,64670,45483,1776,60611,13372,38510,1363,2299,0,10630,48479,"Webb County, Texas"
46757,42316,33475,1865,39411,5250,29129,493,1014,0,4441,48485,"Wichita County, Texas"
185345,180719,166229,4925,172852,7859,143659,695,6112,0,4626,48491,"Williamson County, Texas"
22864,21496,17747,721,20322,2461,14863,266,378,0,1368,48497,"Wise County, Texas"
39224,37929,34167,1039,35681,2036,29237,218,1395,0,1295,49005,"Cache County, Utah"
104462,102241,93327,2924,97356,5203,81296,519,2477,0,2221,49011,"Davis County, Utah"
381831,367385,329542,11534,346894,23303,269560,1568,11331,46,14446,49035,"Salt Lake County, Utah"
20411,19426,17224,972,18039,1233,13047,99,349,0,985,49045,"Tooele County, Utah"
171117,168065,158189,3187,161875,5233,137991,852,5678,51,3052,49049,"Utah County, Utah"
59863,57202,51546,3371,51173,2158,43115,638,2004,0,2661,49053,"Washington County, Utah"
85615,81465,72054,2474,77140,4180,60950,491,2166,0,4150,49057,"Weber County, Utah"
66095,62458,56920,4225,55615,2129,42113,854,1829,0,3637,50007,"Chittenden County, Vermont"
41956,39870,35639,2364,36047,2267,25734,440,4038,0,2086,51003,"Albemarle County, Virginia"
109940,104636,99733,2135,100459,1864,82459,397,12722,0,5304,51013,"Arlington County, Virginia"
29783,26307,21291,1134,24155,2736,16562,292,144,0,3476,51015,"Augusta County, Virginia"
31271,28393,24289,1769,25563,2682,17963,203,946,0,2878,51019,"Bedford County, Virginia"
126748,120585,109136,4969,112426,6938,93569,589,2020,0,6163,51041,"Chesterfield County, Virginia"
396628,386510,367359,11367,367215,10786,307334,1418,19589,0,10118,51059,"Fairfax County, Virginia"
25134,24030,22051,997,22382,1449,18989,137,574,0,1104,51061,"Fauquier County, Virginia"
31551,28700,26132,1821,25970,1499,19880,113,528,0,2851,51069,"Frederick County, Virginia"
39929,37442,34459,1800,34512,2004,23920,88,673,0,2487,51085,"Hanover County, Virginia"
129408,120960,106228,5279,111339,9245,80019,1254,1732,30,8448,51087,"Henrico County, Virginia"
29849,28792,26858,1310,26173,1459,19942,0,483,0,1057,51095,"James City County, Virginia"
133417,130543,124881,2610,125486,3300,107822,792,5896,0,2874,51107,"Loudoun County, Virginia"
34585,31920,26700,723,30090,2688,23170,189,267,0,2665,51121,"Montgomery County, Virginia"
143861,140592,129329,3778,133765,6168,114005,657,4463,42,3269,51153,"Prince William County, Virginia"
38061,34723,30140,1935,31184,2962,24219,287,1581,0,3338,51161,"Roanoke County, Virginia"
31462,27907,23780,2259,24643,2890,16982,224,516,0,3555,51165,"Rockingham County, Virginia"
45223,43649,38968,1847,39889,2159,33858,493,1379,0,1574,51177,"Spotsylvania County, Virginia"
48418,47386,43256,812,45347,1772,38302,152,952,0,1032,51179,"Stafford County, Virginia"
24996,23411,22309,1058,21652,558,17848,28,346,0,1585,51199,"York County, Virginia"
71740,67628,61873,1530,64906,2807,49203,391,2521,0,4112,51510,"Alexandria city, Virginia"
86122,81630,72941,3649,75720,5172,61728,591,2735,0,4492,51550,"Chesapeake city, Virginia"
54800,49821,43760,2590,45295,3602,34084,760,1345,0,4979,51650,"Hampton city, Virginia"
28500,25520,20826,1502,23785,3759,15821,191,1193,0,2980,51680,"Lynchburg city, Virginia"
71291,64875,53922,3938,58328,8031,37215,630,1857,74,6416,51700,"Newport News city, Virginia"
89338,82739,64156,3256,78112,11832,51800,660,1841,40,6599,51710,"Norfolk city, Virginia"
34578,31268,22594,1380,29209,6249,17710,288,560,0,3310,51740,"Portsmouth city, Virginia"
91359,82121,66402,2697,76470,10993,51425,1172,1631,0,9238,51760,"Richmond city, Virginia"
41353,34696,26388,921,32566,6752,20575,269,1696,0,6657,51770,"Roanoke city, Virginia"
34890,31615,26118,1485,29448,3711,22393,43,431,0,3275,51800,"Suffolk city, Virginia"
172183,165042,147362,4382,155953,10061,124727,1396,4216,0,7141,51810,"Virginia Beach city, Virginia"
71921,67784,58161,2659,61844,5396,50221,466,1168,72,4137,53005,"Benton County, Washington"
31587,29379,24564,1004,26887,3003,19045,338,289,0,2208,53007,"Chelan County, Washington"
33265,29950,26830,3027,25338,1810,19121,368,285,0,3315,53009,"Clallam County, Washington"
178980,170753,154176,7803,156596,9146,126421,705,4348,44,8227,53011,"Clark County, Washington"
43279,39444,32011,2378,35686,2997,27697,604,1258,0,3835,53015,"Cowlitz County, Washington"
27067,25754,19969,308,24918,3539,18658,0,373,0,1313,53021,"Franklin County, Washington"
30806,28090,21115,1495,25580,3968,18764,242,505,0,2716,53025,"Grant County, Washington"
27674,25017,19973,2074,21358,3818,14771,368,566,0,2657,53027,"Grays Harbor County, Washington"
34572,32839,30601,1679,29926,1214,24502,104,865,0,1733,53029,"Island County, Washington"
897476,861049,788706,27210,817680,38910,637101,4342,29629,142,36427,53033,"King County, Washington"
105411,100844,92899,4382,92720,4601,74603,859,2097,0,4567,53035,"Kitsap County, Washington"
30327,27838,23890,2073,24667,2380,18917,55,359,0,2489,53041,"Lewis County, Washington"
25864,24049,20518,1520,20405,1860,16050,579,346,0,1815,53045,"Mason County, Washington"
328519,312005,272101,12092,290850,22933,225343,2188,11616,47,16514,53053,"Pierce County, Washington"
48474,45616,40274,3018,40891,2434,32377,276,1617,0,2858,53057,"Skagit County, Washington"
300215,290008,259639,11189,271487,16668,215212,1715,5883,0,10207,53061,"Snohomish County, Washington"
206191,192835,168572,8808,176624,11559,134687,2219,4273,45,13356,53063,"Spokane County, Washington"
110713,103987,93930,5127,94646,5146,76704,1115,2688,105,6726,53067,"Thurston County, Washington"
87080,81642,73180,4502,74069,4376,57624,867,1571,0,5438,53073,"Whatcom County, Washington"
83320,75971,54422,3487,69210,13164,45333,1024,1514,136,7349,53077,"Yakima County, Washington"
45800,41923,34796,1790,38237,3801,28558,597,846,0,3877,54003,"Berkeley County, West Virginia"
38024,33876,22688,2129,30479,6759,21047,433,840,0,4148,54011,"Cabell County, West Virginia"
26878,23580,17962,1501,21123,4280,14050,433,636,0,3298,54033,"Harrison County, West Virginia"
78482,69409,47743,4210,62274,13023,43767,830,2330,0,9073,54039,"Kanawha County, West Virginia"
40603,38391,33641,1666,35329,1959,27828,333,742,0,2212,54061,"Monongalia County, West Virginia"
31169,25671,19381,1813,21901,3582,16028,733,358,56,5498,54081,"Raleigh County, West Virginia"
36064,31406,24791,1524,27650,3198,20416,458,339,0,4658,54107,"Wood County, West Virginia"
104470,95538,81613,5635,85302,7137,69893,1267,3323,75,8932,55009,"Brown County, Wisconsin"
226350,215750,197655,10102,198661,9249,152982,2394,4825,237,10600,55025,"Dane County, Wisconsin"
35221,31602,26427,1800,28396,3092,21209,257,796,0,3619,55027,"Dodge County, Wisconsin"
40421,37594,33773,2171,33222,2021,26866,718,863,0,2827,55035,"Eau Claire County, Wisconsin"
41009,35818,31417,2666,31885,2321,24906,441,599,10,5191,55039,"Fond du Lac County, Wisconsin"
33180,30745,26821,1728,27523,2884,19661,270,617,0,2435,55055,"Jefferson County, Wisconsin"
62950,58007,48291,2458,53952,5971,38885,766,1222,0,4943,55059,"Kenosha County, Wisconsin"
47924,43985,38929,2721,38912,2732,30899,497,808,0,3939,55063,"La Crosse County, Wisconsin"
35259,31284,26639,2714,27029,3081,19322,494,349,0,3975,55071,"Manitowoc County, Wisconsin"
56245,50454,43882,3448,44664,3209,35600,568,1060,0,5791,55073,"Marathon County, Wisconsin"
384281,335706,271393,16975,306367,41106,218254,4408,10876,105,48575,55079,"Milwaukee County, Wisconsin"
74603,69102,59567,3505,61994,4921,48974,1369,2179,48,5501,55087,"Outagamie County, Wisconsin"
36261,33801,31788,2017,30145,827,25966,165,1450,0,2460,55089,"Ozaukee County, Wisconsin"
29193,26564,22325,1892,23409,2522,17802,409,562,0,2629,55097,"Portage County, Wisconsin"
76808,70954,59461,4012,63993,6147,49336,863,1959,69,5854,55101,"Racine County, Wisconsin"
64632,58315,48926,3408,52166,5899,39223,858,741,84,6317,55105,"Rock County, Wisconsin"
34422,31835,27611,1628,28975,1934,23801,564,1049,0,2587,55109,"St. Croix County, Wisconsin"
46308,41881,36315,2497,36982,2564,28178,439,845,0,4427,55117,"Sheboygan County, Wisconsin"
40864,37644,33142,2005,34489,2421,26214,302,468,0,3220,55127,"Walworth County, Wisconsin"
55488,51865,47356,3352,46217,2019,36953,538,930,0,3623,55131,"Washington County, Wisconsin"
158368,149379,137302,8903,135721,6099,113056,1286,4281,0,8989,55133,"Waukesha County, Wisconsin"
71332,65375,54610,3827,58940,4462,44496,957,1217,0,5957,55139,"Winnebago County, Wisconsin"
32274,28624,24435,2322,23684,2486,19992,753,945,0,3650,55141,"Wood County, Wisconsin"
39678,36384,32331,1363,33408,1873,26132,140,654,0,3294,56021,"Laramie County, Wyoming"
32240,30362,25787,2136,27116,2735,20832,193,658,0,1878,56025,"Natrona County, Wyoming"
30206,21164,12074,719,19304,7347,9198,695,66,0,9042,72013,"Arecibo Municipio, Puerto Rico"
64932,56009,33470,2135,51987,16290,26483,793,573,0,8923,72021,"Bayamón Municipio, Puerto Rico"
47374,37853,24203,1742,34728,9284,20970,347,753,0,9521,72025,"Caguas Municipio, Puerto Rico"
61313,50048,30570,2189,46547,14929,22902,655,100,0,11265,72031,"Carolina Municipio, Puerto Rico"
27857,23102,15239,535,21995,5064,13874,358,597,0,4755,72061,"Guaynabo Municipio, Puerto Rico"
30909,24805,12988,865,22856,8903,11678,386,0,0,6104,72097,"Mayagüez Municipio, Puerto Rico"
53450,36068,25939,4203,30774,7922,11988,593,625,0,17382,72113,"Ponce Municipio, Puerto Rico"
147267,91339,61138,6683,81283,21953,43668,1191,4211,0,55928,72127,"San Juan Municipio, Puerto Rico"
21511,18109,9721,380,17579,7816,5182,39,0,0,3402,72135,"Toa Alta Municipio, Puerto Rico"
26085,22944,12758,383,22146,9052,8807,105,158,0,3141,72137,"Toa Baja Municipio, Puerto Rico"
23195,19110,12273,581,18130,5473,9619,185,74,0,4085,72139,"Trujillo Alto Municipio, Puerto Rico"
121520180,111569541,94135012,5126192,102599378,10692656,75988652,1144837,3360731,25252,9950639,0100000US,United States
