Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,>10K,> $10k With Internet subscription ,> $10k!!Without an Internet subscription,Total!!$10k to $19.9k,$10k to $19.9k!!With Internet subscription ,$10k to  $19.9k!!Without an Internet subscription,"$20,000 to $34,999",$20k to $34.9k!!With Internet subscription,$20k to $34.9k!!Without an Internet subscription,"$35,000 to $49,999",$35k to $49.9k!!With Internet subscription,$35k to $49.9k!!Without an Internet subscription,$50k to $74.9k,"$50k to $74,999!!With Internet subscription",$50k to $74..9k!!Without an Internet subscription,>$75k ,>$75k!!With Internet subscription ,">$75,000!!Without an Internet subscription",id,Geographic Area Name
26617,25963,23439,992,24287,871,18446,406,1103,0,654,2366,2194,172,3051,2689,362,5057,4341,716,3943,3241,702,3957,3396,561,8243,7840,403,20161,"Riley County, Kansas"
198024,184013,149608,7337,170906,22634,119378,1646,4748,39,14011,12065,7757,4308,19926,11688,8238,30033,24113,5920,27052,24057,2995,37676,34300,3376,71272,67697,3575,20173,"Sedgwick County, Kansas"
72788,64970,52897,3101,58883,7355,39138,988,1346,0,7818,5410,1720,3690,7066,3298,3768,10235,6817,3418,12266,8263,4003,12103,9238,2865,25708,23075,2633,20177,"Shawnee County, Kansas"
60708,55301,38679,2797,50541,10988,32014,874,770,0,5407,5624,3253,2371,5362,3575,1787,11481,7974,3507,9498,8166,1332,12383,11284,1099,16360,15292,1068,20209,"Wyandotte County, Kansas"
47684,46036,40431,1880,42885,3043,35462,381,1659,0,1648,771,460,311,1672,968,704,6149,5052,1097,4894,4618,276,9673,8767,906,24525,23702,823,21015,"Boone County, Kentucky"
29789,27680,23035,1700,24786,1900,19176,259,311,0,2109,1908,1117,791,2131,1325,806,4246,3565,681,4038,2986,1052,5911,5160,751,11555,11476,79,21029,"Bullitt County, Kentucky"
36992,33549,29083,1399,30738,2479,23845,258,3304,0,3443,4246,2394,1852,2747,1853,894,4020,2588,1432,4155,3479,676,6541,6199,342,15283,14108,1175,21037,"Campbell County, Kentucky"
26114,23151,17570,709,21449,3619,14084,301,484,0,2963,1958,1028,930,3452,2366,1086,6341,5346,995,4172,3315,857,4460,3845,615,5731,5316,415,21047,"Christian County, Kentucky"
39590,35482,27577,1628,32248,4985,23804,504,1011,0,4108,2630,1844,786,3918,2815,1103,6920,5695,1225,5797,4980,817,7989,7221,768,12336,11822,514,21059,"Daviess County, Kentucky"
131067,125508,105794,4184,117221,10398,87779,1384,5759,48,5559,7796,5972,1824,9762,7788,1974,21076,18188,2888,21284,19164,2120,22004,19832,2172,49145,47897,1248,21067,"Fayette County, Kentucky"
41625,37683,29190,1986,34233,4223,25642,800,1236,0,3942,2668,1211,1457,3507,1643,1864,8512,6538,1974,5553,3573,1980,7622,6823,799,13763,11905,1858,21093,"Hardin County, Kentucky"
311263,281390,231253,12267,259965,31894,185048,3520,6107,0,29873,21494,14110,7384,30806,20995,9811,45606,35776,9830,41625,36487,5138,56992,52184,4808,114740,110110,4630,21111,"Jefferson County, Kentucky"
64611,60015,51792,2350,55230,4354,44137,591,2173,0,4596,2909,1661,1248,4428,3073,1355,8494,6840,1654,7769,6902,867,14065,13077,988,26946,26394,552,21117,"Kenton County, Kentucky"
27650,25320,20543,1091,23327,3137,16155,354,408,0,2330,1288,1018,270,4303,2744,1559,4979,3830,1149,3924,3677,247,5206,4937,269,7950,7441,509,21145,"McCracken County, Kentucky"
33396,30450,26530,1423,27529,1983,22248,398,1004,0,2946,2557,1608,949,3326,2312,1014,5533,4549,984,4468,4307,161,5562,5008,554,11950,11423,527,21151,"Madison County, Kentucky"
21237,20492,18294,461,19427,1439,16221,88,797,46,745,434,318,116,1123,972,151,1498,1032,466,2166,2066,100,2494,2314,180,13522,13240,282,21185,"Oldham County, Kentucky"
48843,45523,38203,2215,41673,4197,32131,342,1451,0,3320,2995,1854,1141,5529,4311,1218,7467,5997,1470,6312,5125,1187,8918,8455,463,17622,16782,840,21227,"Warren County, Kentucky"
45102,41978,33616,1169,39933,3406,32608,184,2439,0,3124,3694,2879,815,2771,2279,492,4740,2856,1884,4048,3613,435,6182,5725,457,23667,22816,851,22005,"Ascension Parish, Louisiana"
50099,45158,36303,1495,42856,6984,20669,215,1017,0,4941,2506,1347,1159,5791,2432,3359,8072,4238,3834,6133,3466,2667,9366,6767,2599,18231,12013,6218,22015,"Bossier Parish, Louisiana"
94778,82577,58598,4163,75760,17936,40192,1046,1586,0,12201,8172,3474,4698,13561,6098,7463,20908,12977,7931,12385,9201,3184,15814,12040,3774,23938,19668,4270,22017,"Caddo Parish, Louisiana"
78351,68280,53035,2382,63333,10191,41543,1348,635,0,10071,4756,1747,3009,7957,4632,3325,15854,11041,4813,11305,9099,2206,12415,10940,1475,26064,23176,2888,22019,"Calcasieu Parish, Louisiana"
163274,149950,120500,4349,142629,20834,95253,1153,4167,62,13324,14167,9466,4701,15406,11043,4363,26438,21812,4626,21027,18705,2322,24797,22591,2206,61439,58394,3045,22033,"East Baton Rouge Parish, Louisiana"
25386,21667,15983,851,20003,3619,12915,278,320,0,3719,2093,1548,545,3750,2233,1517,4759,3529,1230,3553,2752,801,4390,4065,325,6841,6517,324,22045,"Iberia Parish, Louisiana"
167596,148758,117802,7118,137521,20142,92729,1432,6214,46,18838,12345,7787,4558,17097,9276,7821,27036,18374,8662,26032,20970,5062,26811,24425,2386,58275,55105,3170,22051,"Jefferson Parish, Louisiana"
94002,87650,69708,2224,83046,11943,57147,680,1333,0,6352,7215,4691,2524,8439,5489,2950,15732,13572,2160,10260,9275,985,17654,15986,1668,34702,33258,1444,22055,"Lafayette Parish, Louisiana"
35838,31235,23496,1037,29190,4464,21917,154,206,0,4603,3059,1682,1377,4462,2229,2233,5617,4483,1134,4698,3682,1016,4941,4484,457,13061,11967,1094,22057,"Lafourche Parish, Louisiana"
49084,46591,37383,1277,43901,3966,32537,292,642,0,2493,2483,1334,1149,3942,2859,1083,5774,3852,1922,5944,5294,650,9922,9092,830,21019,20578,441,22063,"Livingston Parish, Louisiana"
155104,136292,102675,4976,125574,24618,77784,1700,6239,0,18812,23009,11413,11596,24077,15353,8724,24944,19690,5254,17554,14192,3362,22577,19355,3222,42943,41010,1933,22071,"Orleans Parish, Louisiana"
55599,46102,35740,1659,42260,7206,28282,855,1553,43,9497,7156,3443,3713,6288,3055,3233,10011,7914,2097,6748,5485,1263,8986,7286,1700,16410,15258,1152,22073,"Ouachita Parish, Louisiana"
48915,43808,33354,2066,39172,6037,30474,557,919,0,5107,5081,3044,2037,5156,3219,1937,8338,6479,1859,6394,5851,543,7012,6430,582,16934,16190,744,22079,"Rapides Parish, Louisiana"
29965,22198,15049,1747,19946,5436,10051,401,424,0,7767,6143,1826,4317,4550,2084,2466,4879,2864,2015,3839,2480,1359,4039,2965,1074,6515,5187,1328,22097,"St. Landry Parish, Louisiana"
93589,87266,74903,3198,80923,7105,63648,1147,5869,57,6323,4817,3072,1745,8149,4428,3721,12865,10389,2476,11255,9707,1548,14798,13064,1734,41705,40579,1126,22103,"St. Tammany Parish, Louisiana"
47401,41561,31033,2099,38276,6632,26470,541,756,75,5840,4624,2532,2092,4659,3005,1654,8265,5643,2622,7253,6496,757,7919,7259,660,14681,13839,842,22105,"Tangipahoa Parish, Louisiana"
37911,33356,25686,1357,30165,3809,23925,419,519,0,4555,2474,1772,702,4202,2527,1675,6502,4882,1620,5128,4524,604,6719,5741,978,12886,12306,580,22109,"Terrebonne Parish, Louisiana"
44897,40858,34131,3860,34244,3779,26413,579,2763,0,4039,2911,1905,1006,5972,3457,2515,6148,4938,1210,7498,6415,1083,7721,6836,885,14647,14271,376,23001,"Androscoggin County, Maine"
29931,24859,19798,3181,18384,2098,15515,1233,302,0,5072,3087,1441,1646,4724,2370,2354,5336,3985,1351,4923,3189,1734,5237,4231,1006,6624,5948,676,23003,"Aroostook County, Maine"
123485,114803,106313,6688,102760,3277,83703,1377,2875,0,8682,5625,3868,1757,9058,5418,3640,12956,10623,2333,13537,11483,2054,22312,21200,1112,59997,58236,1761,23005,"Cumberland County, Maine"
54299,48313,41227,3711,42162,3527,31056,424,912,0,5986,3010,2024,986,6044,3170,2874,9147,6916,2231,8259,7109,1150,9963,8811,1152,17876,16854,1022,23011,"Kennebec County, Maine"
61765,55648,47231,5232,46186,4246,37431,1344,959,0,6117,4974,3190,1784,8572,6719,1853,9806,7452,2354,8797,7089,1708,10167,9151,1016,19449,18601,848,23019,"Penobscot County, Maine"
88416,81271,72017,6054,70170,4496,59126,1497,2286,0,7145,3740,2523,1217,7842,5696,2146,11004,7884,3120,11364,9702,1662,14470,12977,1493,39996,38271,1725,23031,"York County, Maine"
27190,22813,18197,1415,20146,2890,15253,321,462,0,4377,2328,1436,892,3533,2025,1508,5750,3911,1839,3875,3139,736,4661,4108,553,7043,6870,173,24001,"Allegany County, Maryland"
212687,201634,185186,7160,188432,8547,156119,1087,5174,0,11053,7313,5387,1926,8774,5829,2945,12007,9446,2561,17533,15169,2364,34024,30842,3182,133036,129638,3398,24003,"Anne Arundel County, Maryland"
313259,290567,258476,13897,266682,17757,211650,2749,9403,0,22692,14672,10083,4589,19402,13065,6337,31088,23371,7717,34434,28986,5448,54887,49096,5791,158776,152501,6275,24005,"Baltimore County, Maryland"
32145,30005,28162,1041,28510,1132,24060,48,792,0,2140,765,482,283,1058,257,801,1578,1122,456,2435,2178,257,3940,3440,500,22369,21387,982,24009,"Calvert County, Maryland"
60371,54985,49931,1693,51721,2655,41968,381,1310,42,5386,2838,1926,912,2749,1881,868,4656,3365,1291,4616,3539,1077,8004,6719,1285,37508,36067,1441,24013,"Carroll County, Maryland"
36620,32638,28594,2214,29273,2494,22623,107,385,0,3982,1975,919,1056,1772,1045,727,3615,2350,1265,4711,3877,834,6385,5621,764,18162,16798,1364,24015,"Cecil County, Maryland"
56947,52393,48005,1846,49316,2131,41882,289,4339,0,4554,2134,1176,958,2397,1852,545,4017,3031,986,4525,3273,1252,8969,7614,1355,34905,33057,1848,24017,"Charles County, Maryland"
95903,90147,81926,2955,84128,4702,69713,705,2837,203,5756,1963,1071,892,5014,3230,1784,6655,4853,1802,10656,8909,1747,12704,11793,911,58911,57386,1525,24021,"Frederick County, Maryland"
94802,88394,82044,4069,80996,3550,67242,654,2995,85,6408,3833,2244,1589,4272,2857,1415,9090,6551,2539,9326,7732,1594,13608,12388,1220,54673,53402,1271,24025,"Harford County, Maryland"
116903,113533,105749,2783,108054,3931,90823,618,3617,0,3370,2878,2605,273,3914,2481,1433,6942,5574,1368,7311,6278,1033,14005,12933,1072,81853,81011,842,24027,"Howard County, Maryland"
368334,355634,333012,13815,334006,12906,272971,2249,13015,0,12700,13230,8481,4749,14479,10202,4277,24543,20385,4158,25948,24006,1942,45768,42632,3136,244366,237252,7114,24031,"Montgomery County, Maryland"
315759,300957,254744,11947,279824,28557,213121,2625,7366,0,14802,12538,9110,3428,13718,9888,3830,26923,21442,5481,31226,24804,6422,57432,50370,7062,173922,165196,8726,24033,"Prince George's County, Maryland"
41239,37989,34400,2622,33653,1780,28154,626,1515,0,3250,1420,593,827,2744,2432,312,3106,2214,892,3815,2573,1242,5581,4746,835,24573,23431,1142,24037,"St. Mary's County, Maryland"
56306,49775,41658,3338,44198,4717,33623,340,917,0,6531,2881,1479,1402,5098,2745,2353,7220,5624,1596,7591,6344,1247,11246,9621,1625,22270,21000,1270,24043,"Washington County, Maryland"
38084,33619,27393,1463,30413,3364,22796,596,769,0,4465,2930,2134,796,2989,1966,1023,6860,5037,1823,4320,3094,1226,7431,6233,1198,13554,12659,895,24045,"Wicomico County, Maryland"
237204,209555,160335,10164,192550,31587,126389,2652,5638,162,27649,26831,15825,11006,28797,16847,11950,29447,21349,8098,31113,22663,8450,39007,32151,6856,82009,76854,5155,24510,"Baltimore city, Maryland"
86671,82135,73541,6215,71349,2826,56930,1725,1553,0,4536,3347,2683,664,6069,4329,1740,11217,8620,2597,9814,8409,1405,16099,15310,789,40125,38667,1458,25001,"Barnstable County, Massachusetts"
55212,49658,43997,3672,41807,2645,34281,1121,810,0,5554,3558,2866,692,6535,4477,2058,6873,5114,1759,7221,6062,1159,8961,8525,436,22064,20680,1384,25003,"Berkshire County, Massachusetts"
215132,191400,161916,11006,172821,17428,129186,2658,4129,0,23732,11476,6634,4842,18760,10873,7887,29216,18644,10572,22159,17951,4208,37829,34439,3390,95692,90606,5086,25005,"Bristol County, Massachusetts"
295481,272551,236058,14420,245849,18461,196951,4368,5561,0,22930,15960,9572,6388,24995,16543,8452,31865,25400,6465,28116,22909,5207,44369,39590,4779,150176,145658,4518,25009,"Essex County, Massachusetts"
30391,27669,23252,2559,22684,2135,17990,1029,767,12,2722,1221,938,283,2841,1662,1179,4176,2518,1658,4435,3387,1048,5779,5276,503,11939,11268,671,25011,"Franklin County, Massachusetts"
178678,155531,127272,9693,137938,17608,101051,2583,2671,0,23147,15724,7961,7763,19628,12004,7624,28983,19959,9024,20791,17234,3557,28397,25651,2746,65155,61471,3684,25013,"Hampden County, Massachusetts"
58902,54766,50554,4317,47893,2115,38519,570,1689,0,4136,2859,1632,1227,5004,3594,1410,6733,5570,1163,5607,5071,536,8581,7499,1082,30118,28382,1736,25015,"Hampshire County, Massachusetts"
612224,576986,531534,28501,528593,22603,430801,5292,14194,173,35238,25538,17498,8040,36007,23604,12403,48743,36847,11896,46792,40637,6155,76544,70633,5911,378600,369434,9166,25017,"Middlesex County, Massachusetts"
267880,253430,233202,12579,231780,9049,192881,3933,5736,0,14450,9373,7526,1847,16111,10799,5312,20595,16110,4485,20920,17675,3245,35806,32766,3040,165075,160477,4598,25021,"Norfolk County, Massachusetts"
189304,177735,156006,10821,158854,10600,132099,3343,4660,91,11569,7555,5048,2507,14121,7640,6481,16123,12396,3727,16012,13900,2112,27353,25128,2225,108140,103537,4603,25023,"Plymouth County, Massachusetts"
315049,290693,249143,9458,275539,27559,188896,1913,6271,77,24356,28710,19900,8810,33880,21958,11922,30612,23919,6693,28478,24614,3864,42214,36844,5370,151155,146292,4863,25025,"Suffolk County, Massachusetts"
308831,285301,250649,16205,257405,18185,204305,3283,6892,0,23530,15705,11270,4435,24787,14514,10273,34877,26891,7986,33361,29314,4047,51082,47240,3842,149019,144621,4398,25027,"Worcester County, Massachusetts"
43992,40002,33086,1874,36703,4909,23683,407,917,0,3990,2092,860,1232,2885,1662,1223,7866,5829,2037,4629,3998,631,9513,8676,837,17007,16414,593,26005,"Allegan County, Michigan"
44469,39830,32690,1945,36170,4721,24389,688,505,0,4639,2629,1817,812,4078,2875,1203,7748,6109,1639,7404,6232,1172,9204,8445,759,13406,12555,851,26017,"Bay County, Michigan"
64783,58239,48054,3291,52159,6670,38186,653,1469,62,6544,4246,2433,1813,7974,4573,3401,10017,6551,3466,9388,6706,2682,11632,8544,3088,21526,19289,2237,26021,"Berrien County, Michigan"
53914,49092,37459,3376,42835,8125,27909,805,612,44,4822,3416,2281,1135,5342,3568,1774,10802,8531,2271,8344,6857,1487,10935,9685,1250,15075,14281,794,26025,"Calhoun County, Michigan"
29783,27349,24133,1292,25050,1937,18340,260,554,0,2434,1173,921,252,1647,1068,579,3830,2454,1376,3741,3071,670,6009,5487,522,13383,12924,459,26037,"Clinton County, Michigan"
44879,42047,35262,2370,38068,3815,28940,224,1378,0,2832,2076,1308,768,2867,2045,822,5611,4226,1385,4615,4082,533,10636,9450,1186,19074,18313,761,26045,"Eaton County, Michigan"
169469,148428,117481,7822,133353,18094,93918,2955,3294,0,21041,14553,7691,6862,17828,10700,7128,29534,21375,8159,25745,20951,4794,28356,25138,3218,53453,50706,2747,26049,"Genesee County, Michigan"
36782,34629,30660,2342,30999,2151,25640,229,710,0,2153,1221,836,385,2965,1904,1061,4016,2803,1213,5259,4697,562,7108,6194,914,16213,15367,846,26055,"Grand Traverse County, Michigan"
112170,105801,91109,4414,96774,8674,71933,1432,3469,0,6369,8949,5426,3523,12143,8301,3842,17778,12785,4993,14824,12464,2360,20352,18421,1931,38124,36798,1326,26065,"Ingham County, Michigan"
25367,23331,19377,1012,21291,2069,15112,438,795,20,2036,2632,1636,996,2988,2101,887,4327,2920,1407,3247,2424,823,5171,4507,664,7002,6509,493,26073,"Isabella County, Michigan"
62598,56227,43890,3023,49879,8271,34469,1233,1085,0,6371,4262,2657,1605,6262,3582,2680,11356,8341,3015,8789,7913,876,12694,11604,1090,19235,18254,981,26075,"Jackson County, Michigan"
104234,96664,83787,4871,87707,6538,68710,1503,1712,0,7570,6759,5006,1753,8045,5909,2136,17048,13612,3436,14580,13219,1361,19345,18086,1259,38457,37429,1028,26077,"Kalamazoo County, Michigan"
244046,226890,192016,9643,208125,20161,159879,3289,4349,0,17156,12549,7336,5213,18395,12340,6055,33539,25399,8140,34661,30273,4388,45870,42204,3666,99032,96555,2477,26081,"Kent County, Michigan"
33560,30172,25178,2143,26521,3174,19964,642,436,31,3388,2394,1651,743,2258,1438,820,4048,2796,1252,4263,3326,937,6619,6060,559,13978,13039,939,26087,"Lapeer County, Michigan"
38388,34700,27835,2121,30816,3690,23679,509,883,0,3688,1600,1082,518,3495,1878,1617,6307,4481,1826,5710,4223,1487,8093,7565,528,13183,12611,572,26091,"Lenawee County, Michigan"
72676,69688,62919,3593,64317,3908,51523,547,1977,29,2988,2137,1646,491,3150,2524,626,6596,4759,1837,7684,6715,969,12682,11519,1163,40427,38794,1633,26093,"Livingston County, Michigan"
347508,320507,270254,15643,292934,29981,218390,2816,7259,83,27001,16835,11550,5285,27105,18292,8813,49261,39868,9393,48025,41838,6187,62827,57494,5333,143455,139217,4238,26099,"Macomb County, Michigan"
26328,23233,20728,1859,19589,1264,15687,397,625,0,3095,1830,1265,565,2265,1223,1042,3499,2418,1081,4229,3543,686,5619,4995,624,8886,8184,702,26103,"Marquette County, Michigan"
34091,29947,25908,1070,27009,2331,21670,313,737,28,4144,2083,619,1464,3156,1914,1242,5604,4016,1588,3980,3296,684,6475,5979,496,12793,12377,416,26111,"Midland County, Michigan"
61586,55982,47270,3419,49291,4293,41060,1015,1098,0,5604,2678,1457,1221,5104,2498,2606,8020,6188,1832,7942,6284,1658,12748,11797,951,25094,23584,1510,26115,"Monroe County, Michigan"
67196,60713,45866,3750,53713,9962,37179,775,1713,0,6483,3944,2431,1513,7117,4807,2310,11242,8486,2756,11233,10020,1213,13196,11304,1892,20464,19112,1352,26121,"Muskegon County, Michigan"
503645,471392,424357,17941,438126,26595,347882,3776,12517,153,32253,23228,15598,7630,31372,21060,10312,56799,44390,12409,49373,42768,6605,78381,72879,5502,264492,257930,6562,26125,"Oakland County, Michigan"
103438,97207,86289,4146,89592,6921,70345,452,1938,0,6231,2903,2080,823,5887,2766,3121,11381,8683,2698,13598,11550,2048,21480,20062,1418,48189,46723,1466,26139,"Ottawa County, Michigan"
78740,69340,54540,4600,61328,8030,44785,991,1799,0,9400,6692,4048,2644,7952,5355,2597,13582,10192,3390,12147,9967,2180,14423,13262,1161,23944,22636,1308,26145,"Saginaw County, Michigan"
65751,59093,48532,3021,53459,6796,39488,788,1007,0,6658,3947,2457,1490,5782,3516,2266,9541,7196,2345,9598,8380,1218,12188,11016,1172,24695,23648,1047,26147,"St. Clair County, Michigan"
28218,25877,19941,1428,23134,4371,15605,301,401,71,2341,1175,780,395,2024,1171,853,4651,3429,1222,5208,4124,1084,6182,5629,553,8978,8363,615,26155,"Shiawassee County, Michigan"
28607,25847,21438,1365,22797,2601,16938,479,672,0,2760,1473,916,557,2887,2066,821,4070,2391,1679,3741,2950,791,6408,5873,535,10028,9477,551,26159,"Van Buren County, Michigan"
143072,137406,125861,4364,129046,5957,98132,751,3401,28,5666,12168,9545,2623,10365,8094,2271,14747,12614,2133,15320,13849,1471,21465,20335,1130,69007,66823,2184,26161,"Washtenaw County, Michigan"
687546,615308,470602,29633,563830,95059,379472,7535,16649,320,72238,81587,43801,37786,75692,46500,29192,110935,80480,30455,94650,74344,20306,117076,104061,13015,207606,195147,12459,26163,"Wayne County, Michigan"
128140,121430,108964,5355,111983,5584,89421,1197,2454,43,6710,3042,2367,675,6589,4056,2533,10201,7916,2285,13777,12136,1641,22361,20987,1374,72170,70173,1997,27003,"Anoka County, Minnesota"
26362,24699,22023,1236,22736,1469,14449,249,843,4,1663,1224,840,384,2795,2021,774,4456,3720,736,2779,2607,172,4737,4282,455,10371,9915,456,27013,"Blue Earth County, Minnesota"
36925,35284,32407,936,33439,1618,29167,140,1491,0,1641,815,418,397,1477,970,507,1768,1058,710,3738,2964,774,5144,4951,193,23983,23554,429,27019,"Carver County, Minnesota"
162496,155843,141564,5579,144764,5709,120992,1927,4453,53,6653,4247,2946,1301,7659,5201,2458,14255,11576,2679,16797,15018,1779,25847,23952,1895,93691,91697,1994,27037,"Dakota County, Minnesota"
508964,482143,435251,20825,447911,27767,341177,3850,15018,179,26821,26399,18863,7536,31100,18341,12759,57278,43452,13826,52655,45892,6763,83299,74804,8495,258233,250522,7711,27053,"Hennepin County, Minnesota"
63462,59280,52486,2685,54566,4200,43364,782,1519,0,4182,2540,1553,987,4707,2760,1947,6411,4684,1727,8067,6776,1291,9846,8998,848,31891,30555,1336,27109,"Olmsted County, Minnesota"
209287,194490,168912,9756,177221,13935,133553,2164,4944,108,14797,13078,9025,4053,14855,10889,3966,27503,21917,5586,26940,23565,3375,36177,33024,3153,90734,86621,4113,27123,"Ramsey County, Minnesota"
23358,20971,18239,1706,18766,1369,14555,55,326,10,2387,1404,1025,379,1468,733,735,3359,2503,856,3331,2829,502,3438,3219,219,10358,9771,587,27131,"Rice County, Minnesota"
84370,74214,61146,4555,65671,7725,48072,1293,1332,27,10156,5143,3004,2139,9177,4850,4327,13026,9471,3555,12558,10551,2007,15072,13267,1805,29394,27898,1496,27137,"St. Louis County, Minnesota"
50040,48144,44732,1081,45646,2084,37490,303,1425,13,1896,1065,917,148,1653,1070,583,4358,3415,943,4993,4562,431,6243,5911,332,31728,30763,965,27139,"Scott County, Minnesota"
32033,30685,26810,1069,28872,2642,21261,50,468,0,1348,937,809,128,1300,758,542,3779,3285,494,2623,2592,31,5896,5488,408,17498,16823,675,27141,"Sherburne County, Minnesota"
58510,53763,44244,3244,48675,5358,36959,491,1066,0,4747,2008,1331,677,5009,2707,2302,9455,7040,2415,7542,6084,1458,10703,9290,1413,23793,22890,903,27145,"Stearns County, Minnesota"
96387,91176,83684,3129,85454,3421,70362,583,2769,41,5211,2446,2024,422,3614,1910,1704,6339,5191,1148,9650,8581,1069,14519,12911,1608,59819,58520,1299,27163,"Washington County, Minnesota"
48863,44771,38713,2067,41620,3391,30748,205,1392,0,4092,1624,1082,542,1892,1192,700,4341,3292,1049,4927,3189,1738,7805,7449,356,28274,27355,919,27171,"Wright County, Minnesota"
63075,59578,48534,1225,56154,7053,42289,649,1547,0,3497,2225,1623,602,4245,3351,894,7684,5830,1854,9811,8379,1432,11007,10342,665,28103,27423,680,28033,"DeSoto County, Mississippi"
27248,23146,17306,930,21108,3224,14992,147,866,0,4102,3502,2179,1323,3596,2327,1269,4654,3128,1526,5569,4905,664,4644,4328,316,5283,4402,881,28035,"Forrest County, Mississippi"
82375,75683,56655,2040,70866,14200,47214,1093,2256,0,6692,9339,6295,3044,9036,5769,3267,13581,10745,2836,12797,10766,2031,14035,13240,795,23587,22201,1386,28047,"Harrison County, Mississippi"
85483,76334,56042,3026,71189,14125,44705,626,1309,0,9149,7015,4679,2336,11443,7162,4281,14613,11819,2794,13950,12167,1783,15424,14089,1335,23038,20348,2690,28049,"Hinds County, Mississippi"
51659,47455,36782,1662,45007,6108,32263,276,819,0,4204,4234,2942,1292,6506,4761,1745,7813,5524,2289,7023,5767,1256,10270,9651,619,15813,14985,828,28059,"Jackson County, Mississippi"
25098,22634,13622,774,21184,6765,12520,230,320,0,2464,1984,773,1211,2974,1162,1812,4500,2094,2406,3143,1873,1270,5130,3696,1434,7367,6127,1240,28067,"Jones County, Mississippi"
29993,25969,19775,721,24254,3687,16696,311,785,0,4024,5586,3800,1786,4666,3417,1249,3744,2789,955,5364,4609,755,4491,3583,908,6142,6049,93,28075,"Lauderdale County, Mississippi"
32527,28293,19454,1511,25990,6147,16137,211,447,0,4234,2095,698,1397,3872,2162,1710,5482,4176,1306,3961,3059,902,5435,4578,857,11682,10431,1251,28081,"Lee County, Mississippi"
40229,38604,33950,1603,36073,2910,28177,232,919,0,1625,1090,884,206,1705,1255,450,5325,4403,922,4026,3684,342,7496,7004,492,20587,20249,338,28089,"Madison County, Mississippi"
55483,51464,44216,2025,48399,4384,36707,698,1202,0,4019,2086,1337,749,4602,2622,1980,5859,4281,1578,6850,4769,2081,12137,10282,1855,23949,22625,1324,28121,"Rankin County, Mississippi"
72217,69103,60335,2146,64795,4024,47669,799,2235,0,3114,4542,3095,1447,7126,4882,2244,11872,8769,3103,9324,8292,1032,13977,12485,1492,25376,23751,1625,29019,"Boone County, Missouri"
33621,30775,23198,1569,28141,5395,18239,487,362,0,2846,1474,955,519,4147,2871,1276,5544,4219,1325,4459,3852,607,6563,5565,998,11434,10790,644,29021,"Buchanan County, Missouri"
28675,26153,22259,1090,24291,2485,18047,204,288,0,2522,2133,1688,445,2928,2125,803,5079,3813,1266,4232,3711,521,5574,5192,382,8729,8228,501,29031,"Cape Girardeau County, Missouri"
40197,37731,32653,1782,34197,2990,27954,468,960,0,2466,1221,708,513,2668,1902,766,4837,3378,1459,4775,3726,1049,8312,7384,928,18384,17787,597,29037,"Cass County, Missouri"
31421,28877,23948,777,27446,3252,20651,364,522,0,2544,1885,1204,681,2203,1154,1049,5311,4091,1220,4518,3718,800,6453,6008,445,11051,10116,935,29043,"Christian County, Missouri"
91901,87715,74687,3564,81311,7082,62878,1210,1511,0,4186,3030,2424,606,5810,4687,1123,10394,8120,2274,12890,11238,1652,17370,15128,2242,42407,40629,1778,29047,"Clay County, Missouri"
29593,27742,22909,1314,25390,3375,17714,385,416,0,1851,829,517,312,2069,957,1112,3489,2133,1356,4137,2703,1434,7208,5644,1564,11861,9642,2219,29051,"Cole County, Missouri"
40387,36712,30973,2239,33200,3433,23716,541,703,0,3675,1159,718,441,2932,1593,1339,6402,4578,1824,6064,5069,995,8498,7570,928,15332,14369,963,29071,"Franklin County, Missouri"
128691,111790,93444,5161,102091,11314,74448,2036,13429,0,16901,10088,5020,5068,18112,8384,9728,23778,15991,7787,19308,14723,4585,24179,21111,3068,33226,31362,1864,29077,"Greene County, Missouri"
288752,267004,219726,12829,246861,30468,170433,2035,5424,100,21748,17673,11923,5750,27455,16425,11030,44156,34239,9917,40649,35047,5602,52501,47644,4857,106318,99890,6428,29095,"Jackson County, Missouri"
47846,42417,31889,2446,38661,5767,26666,611,607,0,5429,3475,1823,1652,5552,3197,2355,8729,7389,1340,8205,6568,1637,10268,9612,656,11617,11222,395,29097,"Jasper County, Missouri"
85892,81341,68923,3654,74607,6042,58037,902,1726,51,4551,3214,2774,440,6391,4416,1975,11019,8479,2540,11649,10294,1355,17028,15072,1956,36591,35235,1356,29099,"Jefferson County, Missouri"
40086,38824,32919,1613,36545,3320,28483,134,650,0,1262,1036,848,188,2314,1859,455,5508,4669,839,4017,3461,556,6558,6333,225,20653,20048,605,29165,"Platte County, Missouri"
149951,143088,130546,5717,133340,7609,106290,849,3741,0,6863,3538,2236,1302,7314,5678,1636,13893,10689,3204,17068,15259,1809,26903,25754,1149,81235,79067,2168,29183,"St. Charles County, Missouri"
25670,21834,17294,712,20675,2076,14058,122,476,0,3836,1789,992,797,3870,2134,1736,4412,3804,608,3885,3446,439,4653,4343,310,7061,6812,249,29187,"St. Francois County, Missouri"
