"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Has a computer","Margin of Error!!Total!!Has a computer","Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Has a computer!!Without an Internet subscription","Estimate!!Total!!No computer","Margin of Error!!Total!!No computer","id","Geographic Area Name"
"73751","1669","70142","1805","203","198","67089","1912","2850","1020","3609","955","0500000US37025","Cabarrus County, North Carolina"
"31544","1404","27293","1624","37","68","25295","1687","1961","631","4251","876","0500000US37027","Caldwell County, North Carolina"
"28720","1584","26753","1538","61","61","25165","1577","1527","443","1967","480","0500000US37031","Carteret County, North Carolina"
"62861","1748","56607","1953","201","160","52316","2054","4090","995","6254","1393","0500000US37035","Catawba County, North Carolina"
"28343","1301","25874","1285","81","136","22385","1413","3408","1209","2469","784","0500000US37037","Chatham County, North Carolina"
"34574","1537","28405","1722","118","109","22583","1892","5704","1440","6169","1151","0500000US37045","Cleveland County, North Carolina"
"40412","1567","37486","1766","45","74","34705","1932","2736","908","2926","983","0500000US37049","Craven County, North Carolina"
"127911","2211","117600","2469","214","196","110599","2419","6787","1094","10311","1312","0500000US37051","Cumberland County, North Carolina"
"68761","1714","61118","2139","159","128","54408","2732","6551","1663","7643","1267","0500000US37057","Davidson County, North Carolina"
"127527","2442","121670","2716","66","76","113793","3231","7811","1766","5857","1068","0500000US37063","Durham County, North Carolina"
"150437","2389","138253","2613","316","214","120350","2830","17587","2340","12184","1650","0500000US37067","Forsyth County, North Carolina"
"26380","1057","23339","1319","204","177","21835","1460","1300","681","3041","942","0500000US37069","Franklin County, North Carolina"
"84999","1888","75886","2046","197","176","69899","2388","5790","1202","9113","1289","0500000US37071","Gaston County, North Carolina"
"209842","2869","189359","3194","258","241","170171","3647","18930","2624","20483","2286","0500000US37081","Guilford County, North Carolina"
"46015","1387","42502","1475","92","127","36604","1453","5806","1041","3513","799","0500000US37085","Harnett County, North Carolina"
"49514","1551","44766","1741","120","153","41771","1876","2875","994","4748","1084","0500000US37089","Henderson County, North Carolina"
"68328","1398","62711","1797","133","129","58820","1963","3758","995","5617","1241","0500000US37097","Iredell County, North Carolina"
"70001","1947","64027","2144","253","252","53951","2705","9823","1800","5974","1448","0500000US37101","Johnston County, North Carolina"
"34233","909","31886","1106","98","116","30461","1249","1327","618","2347","678","0500000US37109","Lincoln County, North Carolina"
"418135","4115","400351","4268","297","180","376393","4869","23661","2781","17784","1862","0500000US37119","Mecklenburg County, North Carolina"
"40756","1706","36601","2143","272","237","34469","2098","1860","999","4155","1213","0500000US37125","Moore County, North Carolina"
"37767","1458","33542","1841","157","151","30468","1903","2917","878","4225","1087","0500000US37127","Nash County, North Carolina"
"98151","2425","93018","2594","160","194","85113","3038","7745","1747","5133","1142","0500000US37129","New Hanover County, North Carolina"
"66834","2424","64394","2565","162","205","60712","2811","3520","1340","2440","873","0500000US37133","Onslow County, North Carolina"
"53959","1460","50631","1855","164","190","46905","1907","3562","1052","3328","1062","0500000US37135","Orange County, North Carolina"
"69288","2143","62255","2350","0","210","56980","2588","5275","1435","7033","1151","0500000US37147","Pitt County, North Carolina"
"54783","1754","49837","1926","212","202","43606","2139","6019","1449","4946","928","0500000US37151","Randolph County, North Carolina"
"46026","984","38868","1186","122","119","30065","1454","8681","1089","7158","779","0500000US37155","Robeson County, North Carolina"
"37476","1540","28486","1808","72","85","24796","1797","3618","977","8990","1470","0500000US37157","Rockingham County, North Carolina"
"53806","1929","47046","2293","103","138","43499","2228","3444","868","6760","1271","0500000US37159","Rowan County, North Carolina"
"26305","1704","22134","1907","88","149","19054","1892","2992","1070","4171","991","0500000US37161","Rutherford County, North Carolina"
"29230","1096","23524","1168","209","157","17207","1485","6108","1309","5706","926","0500000US37171","Surry County, North Carolina"
"77696","1503","73978","1740","57","98","71702","1754","2219","687","3718","874","0500000US37179","Union County, North Carolina"
"408473","3824","396038","3932","52","85","375788","4370","20198","3101","12435","2089","0500000US37183","Wake County, North Carolina"
"49019","1504","42724","1676","54","95","39408","1838","3262","964","6295","1060","0500000US37191","Wayne County, North Carolina"
"30123","1023","25891","1499","64","110","23107","1601","2720","798","4232","1091","0500000US37193","Wilkes County, North Carolina"
"31817","1072","26628","1316","101","119","23778","1477","2749","1019","5189","1134","0500000US37195","Wilson County, North Carolina"
"40736","1163","37729","1372","198","213","33302","1451","4229","1266","3007","1031","0500000US38015","Burleigh County, North Dakota"
"74343","2610","69466","2901","9","14","63085","3092","6372","1503","4877","1208","0500000US38017","Cass County, North Dakota"
"30916","958","28146","1159","0","161","24318","1510","3828","1128","2770","727","0500000US38035","Grand Forks County, North Dakota"
"27887","1494","24927","1852","64","112","22659","1828","2204","676","2960","1120","0500000US38101","Ward County, North Dakota"
"41204","1056","36955","1172","32","59","34687","1390","2236","602","4249","966","0500000US39003","Allen County, Ohio"
"35445","1483","29614","1720","359","276","27208","1733","2047","561","5831","954","0500000US39007","Ashtabula County, Ohio"
"22533","1137","19965","1260","0","195","17974","1278","1991","619","2568","712","0500000US39009","Athens County, Ohio"
"24742","1335","20117","1243","90","105","18092","1281","1935","602","4625","737","0500000US39013","Belmont County, Ohio"
"143040","2130","132630","2576","303","176","124478","2890","7849","1617","10410","1592","0500000US39017","Butler County, Ohio"
"55327","1237","50284","1480","224","180","47401","1477","2659","719","5043","921","0500000US39023","Clark County, Ohio"
"77920","1672","72215","2067","388","413","67891","2200","3936","1083","5705","1198","0500000US39025","Clermont County, Ohio"
"41884","1180","36332","1513","173","218","33758","1645","2401","639","5552","1028","0500000US39029","Columbiana County, Ohio"
"542122","4648","484796","4756","1982","597","439928","5496","42886","2959","57326","3270","0500000US39035","Cuyahoga County, Ohio"
"70501","1376","69078","1374","299","180","67402","1552","1377","442","1423","443","0500000US39041","Delaware County, Ohio"
"31675","1177","28788","1470","301","240","24292","1806","4195","1177","2887","937","0500000US39043","Erie County, Ohio"
"55934","1413","51556","1685","191","157","46951","1983","4414","1144","4378","1005","0500000US39045","Fairfield County, Ohio"
"519468","4049","487921","4744","541","395","454906","5737","32474","3478","31547","3093","0500000US39049","Franklin County, Ohio"
"35387","804","31533","1174","95","98","29326","1248","2112","775","3854","870","0500000US39055","Geauga County, Ohio"
"66053","1401","61005","1813","0","195","58193","1945","2812","763","5048","985","0500000US39057","Greene County, Ohio"
"344562","3568","314575","3991","915","414","296562","4006","17098","2295","29987","2589","0500000US39061","Hamilton County, Ohio"
"31606","1123","29276","1266","160","194","27628","1377","1488","626","2330","707","0500000US39063","Hancock County, Ohio"
"27292","1192","22011","1405","31","39","20773","1448","1207","379","5281","770","0500000US39081","Jefferson County, Ohio"
"96577","1608","90290","1795","287","197","84384","1987","5619","1040","6287","889","0500000US39085","Lake County, Ohio"
"62237","1461","57298","1813","152","193","53992","2073","3154","911","4939","1117","0500000US39089","Licking County, Ohio"
"121344","1986","113148","2277","670","439","97161","2664","15317","2277","8196","1424","0500000US39093","Lorain County, Ohio"
"178289","2709","161733","3393","332","217","148043","3546","13358","1630","16556","1973","0500000US39095","Lucas County, Ohio"
"97365","2155","86026","2353","273","201","79947","2362","5806","1188","11339","1300","0500000US39099","Mahoning County, Ohio"
"24205","1039","21948","1172","7","11","19398","1244","2543","823","2257","637","0500000US39101","Marion County, Ohio"
"70609","1062","66715","1317","113","108","61580","2046","5022","1405","3894","920","0500000US39103","Medina County, Ohio"
"41148","996","37220","1257","253","208","35426","1392","1541","563","3928","877","0500000US39109","Miami County, Ohio"
"224225","3304","203538","3707","397","274","190654","3756","12487","1883","20687","2145","0500000US39113","Montgomery County, Ohio"
"34471","1189","30345","1292","13","21","27610","1239","2722","868","4126","778","0500000US39119","Muskingum County, Ohio"
"60801","1712","55835","1910","98","121","50763","2007","4974","1152","4966","854","0500000US39133","Portage County, Ohio"
"48105","1434","40628","1693","233","182","38061","1775","2334","696","7477","1206","0500000US39139","Richland County, Ohio"
"29779","1145","26239","1342","0","195","23322","1541","2917","972","3540","842","0500000US39141","Ross County, Ohio"
"28719","1277","25187","1466","46","87","22976","1644","2165","718","3532","804","0500000US39145","Scioto County, Ohio"
"152210","2357","136562","2929","143","140","126883","2707","9536","1638","15648","1739","0500000US39151","Stark County, Ohio"
"226243","2658","205924","3225","775","379","193666","3056","11483","1676","20319","2438","0500000US39153","Summit County, Ohio"
"83303","2086","72800","2452","146","153","66889","2502","5765","1022","10503","1641","0500000US39155","Trumbull County, Ohio"
"36740","1304","32281","1342","137","158","28876","1348","3268","1176","4459","981","0500000US39157","Tuscarawas County, Ohio"
"83540","1571","80591","1867","68","96","77296","1980","3227","892","2949","846","0500000US39165","Warren County, Ohio"
"43908","943","37666","1115","255","196","35281","1319","2130","631","6242","877","0500000US39169","Wayne County, Ohio"
"50694","1077","47790","1406","168","119","43265","1513","4357","1072","2904","816","0500000US39173","Wood County, Ohio"
"45344","1016","42784","1237","55","73","41170","1300","1559","500","2560","712","0500000US40017","Canadian County, Oklahoma"
"110775","1611","104885","1831","288","247","96380","2098","8217","1363","5890","1043","0500000US40027","Cleveland County, Oklahoma"
"42489","2060","39368","2006","54","67","37090","2105","2224","515","3121","829","0500000US40031","Comanche County, Oklahoma"
"26957","603","24167","683","74","123","21086","854","3007","576","2790","476","0500000US40037","Creek County, Oklahoma"
"26566","768","22845","974","90","63","19229","974","3526","651","3721","682","0500000US40101","Muskogee County, Oklahoma"
"302645","2997","277983","3797","538","243","255036","4141","22409","2682","24662","2629","0500000US40109","Oklahoma County, Oklahoma"
"30734","1244","28837","1281","84","110","25266","1609","3487","1008","1897","556","0500000US40119","Payne County, Oklahoma"
"26714","648","23730","794","165","146","21503","865","2062","491","2984","538","0500000US40125","Pottawatomie County, Oklahoma"
"35254","773","33299","791","121","100","29061","991","4117","632","1955","412","0500000US40131","Rogers County, Oklahoma"
"250492","1605","232795","1660","462","231","215279","2215","17054","1595","17697","1353","0500000US40143","Tulsa County, Oklahoma"
"30186","459","28356","671","63","104","26636","707","1657","425","1830","492","0500000US40145","Wagoner County, Oklahoma"
"35520","1096","34172","1169","94","114","32898","1292","1180","512","1348","529","0500000US41003","Benton County, Oregon"
"158749","1775","151173","2015","499","367","140697","2936","9977","1991","7576","1547","0500000US41005","Clackamas County, Oregon"
"79950","2076","76811","2378","182","270","70278","2688","6351","1634","3139","1051","0500000US41017","Deschutes County, Oregon"
"45647","1374","41312","1419","481","340","37877","1644","2954","918","4335","1038","0500000US41019","Douglas County, Oregon"
"89787","1615","85224","1779","674","500","76816","2221","7734","1619","4563","994","0500000US41029","Jackson County, Oregon"
"37059","980","34437","1219","214","212","29715","1818","4508","1340","2622","757","0500000US41033","Josephine County, Oregon"
"26798","1202","24545","1238","48","82","22135","1212","2362","675","2253","608","0500000US41035","Klamath County, Oregon"
"156072","1587","147852","2086","588","278","138334","2674","8930","1588","8220","1274","0500000US41039","Lane County, Oregon"
"48464","952","45112","1233","257","238","41255","1495","3600","1040","3352","1007","0500000US41043","Linn County, Oregon"
"119511","1759","113504","2333","743","420","102302","2818","10459","1702","6007","1455","0500000US41047","Marion County, Oregon"
"330223","3141","313993","3854","406","240","296156","4546","17431","2367","16230","2135","0500000US41051","Multnomah County, Oregon"
"31218","856","29947","1003","146","164","28343","1167","1458","682","1271","566","0500000US41053","Polk County, Oregon"
"26048","1304","23525","1377","49","84","21109","1437","2367","881","2523","819","0500000US41059","Umatilla County, Oregon"
"225955","2051","219361","2532","546","322","208240","3076","10575","1987","6594","1522","0500000US41067","Washington County, Oregon"
"37235","860","34198","1218","185","163","30944","1374","3069","906","3037","934","0500000US41071","Yamhill County, Oregon"
"39570","857","35438","994","613","303","33163","1123","1662","548","4132","659","0500000US42001","Adams County, Pennsylvania"
"543369","4280","492748","5079","712","388","467534","5269","24502","2193","50621","3552","0500000US42003","Allegheny County, Pennsylvania"
"27332","742","23305","803","192","98","21200","923","1913","469","4027","497","0500000US42005","Armstrong County, Pennsylvania"
"73059","1422","65150","1592","321","168","60394","1831","4435","977","7909","971","0500000US42007","Beaver County, Pennsylvania"
"157006","1788","140835","2153","808","415","129236","2423","10791","1681","16171","1903","0500000US42011","Berks County, Pennsylvania"
"51096","1366","44563","1471","52","42","41176","1479","3335","835","6533","1089","0500000US42013","Blair County, Pennsylvania"
"239962","2009","224426","2819","395","251","214718","2976","9313","1570","15536","1895","0500000US42017","Bucks County, Pennsylvania"
"77764","1516","69909","1703","390","178","66371","1739","3148","706","7855","1133","0500000US42019","Butler County, Pennsylvania"
"56483","1494","47274","1622","223","158","43357","1733","3694","832","9209","1121","0500000US42021","Cambria County, Pennsylvania"
"25177","1435","22212","1388","27","34","20603","1444","1582","523","2965","677","0500000US42025","Carbon County, Pennsylvania"
"58514","1797","54021","1852","374","321","49169","2054","4478","985","4493","835","0500000US42027","Centre County, Pennsylvania"
"192746","1895","181591","2208","535","338","172836","2482","8220","1476","11155","1550","0500000US42029","Chester County, Pennsylvania"
"31992","1190","27618","1241","260","184","24729","1346","2629","840","4374","577","0500000US42033","Clearfield County, Pennsylvania"
"26655","931","23104","1160","192","121","20825","1234","2087","657","3551","815","0500000US42037","Columbia County, Pennsylvania"
"34386","1219","30534","1271","344","179","28073","1283","2117","583","3852","465","0500000US42039","Crawford County, Pennsylvania"
"102243","1505","93642","2134","460","298","87872","2134","5310","1248","8601","1509","0500000US42041","Cumberland County, Pennsylvania"
"112559","2336","100349","2955","472","326","92363","2822","7514","1507","12210","1968","0500000US42043","Dauphin County, Pennsylvania"
"207499","2560","192335","3102","320","338","181703","3356","10312","1620","15164","1781","0500000US42045","Delaware County, Pennsylvania"
"109797","2244","99226","2406","1024","558","91253","2415","6949","1311","10571","1486","0500000US42049","Erie County, Pennsylvania"
"56085","1508","46577","1710","267","218","42748","1658","3562","926","9508","1412","0500000US42051","Fayette County, Pennsylvania"
"59834","1413","52587","1558","615","404","47604","1868","4368","1079","7247","1080","0500000US42055","Franklin County, Pennsylvania"
"33098","1741","28166","1780","203","162","25832","1822","2131","431","4932","841","0500000US42063","Indiana County, Pennsylvania"
"88268","1973","78054","2314","778","442","72793","2331","4483","819","10214","1407","0500000US42069","Lackawanna County, Pennsylvania"
"202490","2374","178584","2929","983","412","162737","3596","14864","2092","23906","2359","0500000US42071","Lancaster County, Pennsylvania"
"37497","974","33138","1182","114","79","30908","1268","2116","626","4359","717","0500000US42073","Lawrence County, Pennsylvania"
"54522","1090","48370","1420","307","171","46606","1357","1457","463","6152","1171","0500000US42075","Lebanon County, Pennsylvania"
"138586","1987","125750","2472","386","236","117228","2576","8136","1360","12836","1582","0500000US42077","Lehigh County, Pennsylvania"
"128301","2438","111582","2824","1072","343","103496","2665","7014","1334","16719","1615","0500000US42079","Luzerne County, Pennsylvania"
"44585","1610","39568","1587","379","221","36172","1685","3017","746","5017","899","0500000US42081","Lycoming County, Pennsylvania"
"46809","1393","40032","1599","291","207","37357","1617","2384","667","6777","1079","0500000US42085","Mercer County, Pennsylvania"
"55109","2594","51142","2750","308","245","47731","2761","3103","879","3967","1088","0500000US42089","Monroe County, Pennsylvania"
"313336","2722","297278","3456","403","238","285425","3521","11450","1596","16058","1994","0500000US42091","Montgomery County, Pennsylvania"
"114996","1756","103676","2343","203","146","96115","2287","7358","1296","11320","1523","0500000US42095","Northampton County, Pennsylvania"
"38816","1175","32302","1450","215","147","29961","1309","2126","582","6514","1069","0500000US42097","Northumberland County, Pennsylvania"
"608233","5554","535555","6356","1145","531","478499","6795","55911","4976","72678","3379","0500000US42101","Philadelphia County, Pennsylvania"
"58458","1601","48816","1598","127","77","44554","1654","4135","971","9642","1193","0500000US42107","Schuylkill County, Pennsylvania"
"28796","1255","23338","1398","151","95","21081","1396","2106","502","5458","826","0500000US42111","Somerset County, Pennsylvania"
"85835","1617","76469","1806","588","360","71892","1901","3989","865","9366","1059","0500000US42125","Washington County, Pennsylvania"
"150368","2541","134120","2668","675","281","124986","2500","8459","1251","16248","1581","0500000US42129","Westmoreland County, Pennsylvania"
"173958","2155","157877","2786","952","403","144360","3166","12565","1900","16081","1855","0500000US42133","York County, Pennsylvania"
"69115","1534","62650","1986","70","116","58644","2326","3936","1184","6465","1270","0500000US44003","Kent County, Rhode Island"
"34316","1563","31736","1625","193","238","29963","1658","1580","745","2580","616","0500000US44005","Newport County, Rhode Island"
"237038","3238","207634","3496","289","202","193249","3840","14096","1906","29404","2761","0500000US44007","Providence County, Rhode Island"
"47680","1937","45424","1868","65","110","44133","2083","1226","623","2256","819","0500000US44009","Washington County, Rhode Island"
"68609","1761","61741","2254","278","243","56142","2227","5321","1459","6868","1538","0500000US45003","Aiken County, South Carolina"
"78500","2174","70796","2466","84","126","63202","2595","7510","1647","7704","1346","0500000US45007","Anderson County, South Carolina"
"74679","2333","71091","2537","39","66","66885","2626","4167","1184","3588","1281","0500000US45013","Beaufort County, South Carolina"
"78168","1608","72804","1841","79","105","64857","2213","7868","1797","5364","1117","0500000US45015","Berkeley County, South Carolina"
"160457","3059","151084","3167","236","229","133287","4019","17561","2804","9373","1831","0500000US45019","Charleston County, South Carolina"
"25308","1306","19772","1666","92","115","15596","1521","4084","995","5536","1155","0500000US45031","Darlington County, South Carolina"
"55799","1577","53575","1523","7","15","48338","2042","5230","1435","2224","762","0500000US45035","Dorchester County, South Carolina"
"50518","1949","44153","2197","77","90","36158","2302","7918","1736","6365","1141","0500000US45041","Florence County, South Carolina"
"192556","2659","176584","2972","400","219","165260","3233","10924","1832","15972","2166","0500000US45045","Greenville County, South Carolina"
"27962","1123","23532","1632","124","163","20859","1439","2549","777","4430","1254","0500000US45047","Greenwood County, South Carolina"
"131180","3804","122384","3815","763","463","109307","3812","12314","1958","8796","1707","0500000US45051","Horry County, South Carolina"
"24756","1186","22514","1288","0","214","21068","1269","1446","602","2242","711","0500000US45055","Kershaw County, South Carolina"
"35710","1145","32816","1317","260","233","30077","1410","2479","793","2894","811","0500000US45057","Lancaster County, South Carolina"
"25423","1349","20856","1695","37","65","18699","1712","2120","691","4567","981","0500000US45059","Laurens County, South Carolina"
"115566","2175","106203","2631","24","39","99979","2607","6200","1113","9363","1484","0500000US45063","Lexington County, South Carolina"
"31612","1579","26826","1783","48","69","23196","1907","3582","1219","4786","1087","0500000US45073","Oconee County, South Carolina"
"33561","1590","28506","1699","183","143","23930","1681","4393","1003","5055","1032","0500000US45075","Orangeburg County, South Carolina"
"48185","1643","42948","1988","286","248","37553","1916","5109","1224","5237","1287","0500000US45077","Pickens County, South Carolina"
"152227","3083","143986","3259","0","214","128733","3557","15253","1950","8241","1291","0500000US45079","Richland County, South Carolina"
"116018","2117","103498","2795","327","241","93689","2869","9482","1551","12520","1747","0500000US45083","Spartanburg County, South Carolina"
"40396","1823","35352","2000","46","80","31707","2052","3599","1044","5044","922","0500000US45085","Sumter County, South Carolina"
"100623","2060","94575","2232","46","77","88906","2525","5623","1173","6048","1258","0500000US45091","York County, South Carolina"
"76630","1480","71368","1815","0","163","65721","2176","5647","1330","5262","962","0500000US46099","Minnehaha County, South Dakota"
"44794","1345","40973","1669","10","17","37097","1658","3866","1138","3821","1012","0500000US46103","Pennington County, South Dakota"
"29505","1575","26829","1625","124","194","24865","1820","1840","757","2676","935","0500000US47001","Anderson County, Tennessee"
"51446","1680","46314","1897","166","141","41782","1850","4366","1153","5132","1101","0500000US47009","Blount County, Tennessee"
"39104","1543","34702","1791","266","267","31809","1830","2627","805","4402","1259","0500000US47011","Bradley County, Tennessee"
"283445","3570","266714","4173","187","163","253171","4301","13356","1895","16731","2402","0500000US47037","Davidson County, Tennessee"
"27316","1451","23846","1644","0","211","21332","1877","2514","964","3470","956","0500000US47059","Greene County, Tennessee"
"146057","2469","132588","3185","167","161","124129","3210","8292","1494","13469","1893","0500000US47065","Hamilton County, Tennessee"
"185416","2418","170004","2780","95","116","155426","3049","14483","2181","15412","2097","0500000US47093","Knox County, Tennessee"
"39223","1035","35486","1286","0","211","32866","1175","2620","877","3737","780","0500000US47113","Madison County, Tennessee"
"34361","1393","31470","1586","53","95","28962","1557","2455","949","2891","847","0500000US47119","Maury County, Tennessee"
"72973","2084","69879","2250","329","513","66103","2554","3447","1065","3094","905","0500000US47125","Montgomery County, Tennessee"
"33388","867","30404","1283","0","211","27272","1431","3132","992","2984","1145","0500000US47141","Putnam County, Tennessee"
"26375","792","24237","911","54","93","22698","984","1485","564","2138","558","0500000US47147","Robertson County, Tennessee"
"115376","2103","109975","2496","185","201","103156","2858","6634","1780","5401","1493","0500000US47149","Rutherford County, Tennessee"
"36861","1955","33051","2032","91","156","29896","2036","3064","1112","3810","1050","0500000US47155","Sevier County, Tennessee"
"352648","3767","299329","4637","1194","630","266303","5077","31832","3481","53319","3941","0500000US47157","Shelby County, Tennessee"
"64504","1967","56805","2153","56","97","51466","2360","5283","1129","7699","1257","0500000US47163","Sullivan County, Tennessee"
"68439","1460","63714","1638","0","211","60564","1648","3150","869","4725","944","0500000US47165","Sumner County, Tennessee"
"54433","2138","48983","2321","149","151","44183","2298","4651","1213","5450","1232","0500000US47179","Washington County, Tennessee"
"80601","1433","78435","1691","0","211","76653","1801","1782","850","2166","842","0500000US47187","Williamson County, Tennessee"
"52489","1464","49222","1800","10","16","44710","2004","4502","1274","3267","997","0500000US47189","Wilson County, Tennessee"
"29898","1469","27305","1640","21","37","25751","1710","1533","692","2593","867","0500000US48005","Angelina County, Texas"
"25334","1456","22616","1566","0","228","21117","1564","1499","760","2718","1056","0500000US48021","Bastrop County, Texas"
"123188","2481","113934","2857","169","212","106185","3128","7580","1535","9254","1860","0500000US48027","Bell County, Texas"
"644193","4231","599824","5499","461","434","531028","6508","68335","4517","44369","3505","0500000US48029","Bexar County, Texas"
"35228","1586","28762","1628","13","22","25540","1884","3209","998","6466","1363","0500000US48037","Bowie County, Texas"
"120802","2771","112721","3159","35","61","107879","3365","4807","1416","8081","1897","0500000US48039","Brazoria County, Texas"
"81030","2472","77581","2521","0","228","67839","2595","9742","1407","3449","978","0500000US48041","Brazos County, Texas"
"124812","2810","103473","3264","39","66","68239","2950","35195","3213","21339","1891","0500000US48061","Cameron County, Texas"
"344824","3891","339237","4018","482","440","322837","5044","15918","2909","5587","1267","0500000US48085","Collin County, Texas"
"53182","1622","50023","1917","172","177","47521","1948","2330","842","3159","1144","0500000US48091","Comal County, Texas"
"21491","1410","19416","1476","22","33","18120","1487","1274","596","2075","800","0500000US48099","Coryell County, Texas"
"937438","5652","857816","6919","954","441","768840","7785","88022","5159","79622","5180","0500000US48113","Dallas County, Texas"
"297899","3021","291597","3414","114","124","278643","3903","12840","2539","6302","1520","0500000US48121","Denton County, Texas"
"54326","1293","50290","1576","0","228","44882","2221","5408","1662","4036","932","0500000US48135","Ector County, Texas"
"58633","1424","56550","1534","120","143","53873","1723","2557","773","2083","645","0500000US48139","Ellis County, Texas"
"270160","3749","242853","4349","463","324","211900","4960","30490","3698","27307","1992","0500000US48141","El Paso County, Texas"
"245410","3404","238410","3758","535","430","227570","4334","10305","2157","7000","1664","0500000US48157","Fort Bend County, Texas"
"121976","2780","113916","3027","880","1340","105769","3083","7267","1654","8060","1506","0500000US48167","Galveston County, Texas"
"48963","1573","45238","1737","156","170","34328","2263","10754","1681","3725","1024","0500000US48181","Grayson County, Texas"
"45513","1787","41130","1895","0","228","37492","1894","3638","958","4383","998","0500000US48183","Gregg County, Texas"
"54789","1319","51249","1488","103","133","48377","1692","2769","875","3540","937","0500000US48187","Guadalupe County, Texas"
"1600357","7642","1494324","9124","1724","768","1373187","10571","119413","6162","106033","5608","0500000US48201","Harris County, Texas"
"22928","1449","19904","1669","0","228","14703","1472","5201","1382","3024","958","0500000US48203","Harrison County, Texas"
"75164","1856","72177","2209","0","228","66294","2604","5883","1696","2987","1141","0500000US48209","Hays County, Texas"
"30843","1659","26604","1846","0","228","24659","1787","1945","737","4239","1288","0500000US48213","Henderson County, Texas"
"237323","3787","199322","5080","240","197","159621","5513","39461","3694","38001","3591","0500000US48215","Hidalgo County, Texas"
"34132","1031","31608","1196","53","88","27967","1197","3588","895","2524","665","0500000US48231","Hunt County, Texas"
"90839","2297","81520","2490","83","101","70083","2575","11354","1935","9319","1457","0500000US48245","Jefferson County, Texas"
"59180","1324","55953","1484","142","149","52910","1677","2901","943","3227","1022","0500000US48251","Johnson County, Texas"
"39049","1186","35515","1436","0","228","31370","1539","4145","1061","3534","947","0500000US48257","Kaufman County, Texas"
"27468","1487","23281","1904","0","228","21422","1803","1859","815","4187","1236","0500000US48291","Liberty County, Texas"
"115686","2429","107416","2814","111","129","93963","2689","13342","1885","8270","1620","0500000US48303","Lubbock County, Texas"
"92158","1849","81549","2597","303","305","73029","2789","8217","1449","10609","1830","0500000US48309","McLennan County, Texas"
"57636","1380","54356","1829","0","228","49309","2278","5047","1430","3280","1196","0500000US48329","Midland County, Texas"
"202797","3699","195652","3946","162","200","185554","3983","9936","2214","7145","1614","0500000US48339","Montgomery County, Texas"
"23442","1439","20500","1693","15","26","18401","1793","2084","861","2942","866","0500000US48347","Nacogdoches County, Texas"
"129987","2590","116753","3108","216","167","108097","3098","8440","1468","13234","1838","0500000US48355","Nueces County, Texas"
"30047","1564","26975","1740","0","228","25591","1881","1384","666","3072","784","0500000US48361","Orange County, Texas"
"46238","1403","43889","1690","0","228","39145","1851","4744","1589","2349","891","0500000US48367","Parker County, Texas"
"45550","1413","40998","1613","0","228","34787","1732","6211","1502","4552","1032","0500000US48375","Potter County, Texas"
"49457","1304","47611","1421","44","72","44903","1600","2664","1053","1846","646","0500000US48381","Randall County, Texas"
"34590","955","33925","1039","0","228","33197","957","728","468","665","458","0500000US48397","Rockwall County, Texas"
"22202","1518","19129","1534","0","228","16756","1537","2373","809","3073","692","0500000US48409","San Patricio County, Texas"
"77330","2129","72904","2332","22","28","65461","2760","7421","1788","4426","1154","0500000US48423","Smith County, Texas"
"722473","5537","693257","6434","893","402","651809","8154","40555","3915","29216","2659","0500000US48439","Tarrant County, Texas"
"49811","1537","45743","1652","0","228","41157","1882","4586","1197","4068","940","0500000US48441","Taylor County, Texas"
"43301","1736","39763","2003","40","67","34185","2254","5538","1689","3538","844","0500000US48451","Tom Green County, Texas"
"486548","5582","471154","5937","580","373","443066","6224","27508","3422","15394","2308","0500000US48453","Travis County, Texas"
"31918","1297","27337","1671","0","228","22035","1619","5302","1059","4581","1056","0500000US48469","Victoria County, Texas"
"22693","1371","20669","1556","74","122","18715","1623","1880","876","2024","920","0500000US48471","Walker County, Texas"
"75300","1538","64670","1905","89","144","53106","2143","11475","1667","10630","1545","0500000US48479","Webb County, Texas"
"46757","2038","42316","2037","232","191","37449","1964","4635","1212","4441","919","0500000US48485","Wichita County, Texas"
"185345","2360","180719","2579","217","208","172745","3063","7757","1665","4626","1006","0500000US48491","Williamson County, Texas"
"22864","782","21496","1017","9","17","18619","1063","2868","780","1368","670","0500000US48497","Wise County, Texas"
"39224","1012","37929","1102","0","193","34836","1277","3093","775","1295","576","0500000US49005","Cache County, Utah"
"104462","1731","102241","1849","239","199","96774","2118","5228","1270","2221","617","0500000US49011","Davis County, Utah"
"381831","2681","367385","3285","1059","386","344570","4051","21756","2666","14446","1759","0500000US49035","Salt Lake County, Utah"
"20411","841","19426","971","112","185","18512","1031","802","444","985","472","0500000US49045","Tooele County, Utah"
"171117","1597","168065","1674","324","187","153274","1891","14467","1546","3052","886","0500000US49049","Utah County, Utah"
