total,less_10000_total,less_10000_internet,less_10000_none,_10000_19900_total,_10000_19900_internet,_10000_19900_none,_20000_34999_total,_20000_34999_internet,_20000_34999_none,_35000_49999_total,_35000_49999_internet,_35000_49999_none,_50000_74900_total,_50000_74900_internet,_50000_74900_none,greater_75000_total,greater_75000_internet,greater_75000_none,id,geographic_area_name
84370,5143,3004,2139,9177,4850,4327,13026,9471,3555,12558,10551,2007,15072,13267,1805,29394,27898,1496,27137,"St. Louis County, Minnesota"
50040,1065,917,148,1653,1070,583,4358,3415,943,4993,4562,431,6243,5911,332,31728,30763,965,27139,"Scott County, Minnesota"
32033,937,809,128,1300,758,542,3779,3285,494,2623,2592,31,5896,5488,408,17498,16823,675,27141,"Sherburne County, Minnesota"
58510,2008,1331,677,5009,2707,2302,9455,7040,2415,7542,6084,1458,10703,9290,1413,23793,22890,903,27145,"Stearns County, Minnesota"
96387,2446,2024,422,3614,1910,1704,6339,5191,1148,9650,8581,1069,14519,12911,1608,59819,58520,1299,27163,"Washington County, Minnesota"
48863,1624,1082,542,1892,1192,700,4341,3292,1049,4927,3189,1738,7805,7449,356,28274,27355,919,27171,"Wright County, Minnesota"
63075,2225,1623,602,4245,3351,894,7684,5830,1854,9811,8379,1432,11007,10342,665,28103,27423,680,28033,"DeSoto County, Mississippi"
27248,3502,2179,1323,3596,2327,1269,4654,3128,1526,5569,4905,664,4644,4328,316,5283,4402,881,28035,"Forrest County, Mississippi"
82375,9339,6295,3044,9036,5769,3267,13581,10745,2836,12797,10766,2031,14035,13240,795,23587,22201,1386,28047,"Harrison County, Mississippi"
85483,7015,4679,2336,11443,7162,4281,14613,11819,2794,13950,12167,1783,15424,14089,1335,23038,20348,2690,28049,"Hinds County, Mississippi"
51659,4234,2942,1292,6506,4761,1745,7813,5524,2289,7023,5767,1256,10270,9651,619,15813,14985,828,28059,"Jackson County, Mississippi"
25098,1984,773,1211,2974,1162,1812,4500,2094,2406,3143,1873,1270,5130,3696,1434,7367,6127,1240,28067,"Jones County, Mississippi"
29993,5586,3800,1786,4666,3417,1249,3744,2789,955,5364,4609,755,4491,3583,908,6142,6049,93,28075,"Lauderdale County, Mississippi"
32527,2095,698,1397,3872,2162,1710,5482,4176,1306,3961,3059,902,5435,4578,857,11682,10431,1251,28081,"Lee County, Mississippi"
40229,1090,884,206,1705,1255,450,5325,4403,922,4026,3684,342,7496,7004,492,20587,20249,338,28089,"Madison County, Mississippi"
55483,2086,1337,749,4602,2622,1980,5859,4281,1578,6850,4769,2081,12137,10282,1855,23949,22625,1324,28121,"Rankin County, Mississippi"
72217,4542,3095,1447,7126,4882,2244,11872,8769,3103,9324,8292,1032,13977,12485,1492,25376,23751,1625,29019,"Boone County, Missouri"
33621,1474,955,519,4147,2871,1276,5544,4219,1325,4459,3852,607,6563,5565,998,11434,10790,644,29021,"Buchanan County, Missouri"
28675,2133,1688,445,2928,2125,803,5079,3813,1266,4232,3711,521,5574,5192,382,8729,8228,501,29031,"Cape Girardeau County, Missouri"
40197,1221,708,513,2668,1902,766,4837,3378,1459,4775,3726,1049,8312,7384,928,18384,17787,597,29037,"Cass County, Missouri"
31421,1885,1204,681,2203,1154,1049,5311,4091,1220,4518,3718,800,6453,6008,445,11051,10116,935,29043,"Christian County, Missouri"
91901,3030,2424,606,5810,4687,1123,10394,8120,2274,12890,11238,1652,17370,15128,2242,42407,40629,1778,29047,"Clay County, Missouri"
29593,829,517,312,2069,957,1112,3489,2133,1356,4137,2703,1434,7208,5644,1564,11861,9642,2219,29051,"Cole County, Missouri"
40387,1159,718,441,2932,1593,1339,6402,4578,1824,6064,5069,995,8498,7570,928,15332,14369,963,29071,"Franklin County, Missouri"
128691,10088,5020,5068,18112,8384,9728,23778,15991,7787,19308,14723,4585,24179,21111,3068,33226,31362,1864,29077,"Greene County, Missouri"
288752,17673,11923,5750,27455,16425,11030,44156,34239,9917,40649,35047,5602,52501,47644,4857,106318,99890,6428,29095,"Jackson County, Missouri"
47846,3475,1823,1652,5552,3197,2355,8729,7389,1340,8205,6568,1637,10268,9612,656,11617,11222,395,29097,"Jasper County, Missouri"
85892,3214,2774,440,6391,4416,1975,11019,8479,2540,11649,10294,1355,17028,15072,1956,36591,35235,1356,29099,"Jefferson County, Missouri"
40086,1036,848,188,2314,1859,455,5508,4669,839,4017,3461,556,6558,6333,225,20653,20048,605,29165,"Platte County, Missouri"
149951,3538,2236,1302,7314,5678,1636,13893,10689,3204,17068,15259,1809,26903,25754,1149,81235,79067,2168,29183,"St. Charles County, Missouri"
25670,1789,992,797,3870,2134,1736,4412,3804,608,3885,3446,439,4653,4343,310,7061,6812,249,29187,"St. Francois County, Missouri"
408117,22067,14736,7331,30695,20482,10213,48799,40223,8576,51536,44219,7317,70075,65626,4449,184945,179776,5169,29189,"St. Louis County, Missouri"
144295,17844,9221,8623,17246,8772,8474,23731,17234,6497,21003,16963,4040,23370,20116,3254,41101,38766,2335,29510,"St. Louis city, Missouri"
35558,2234,935,1299,3051,2071,980,6419,4269,2150,6099,4667,1432,7319,6821,498,10436,9744,692,30013,"Cascade County, Montana"
38372,1380,1006,374,3626,2666,960,6816,5405,1411,5840,5151,689,8098,7507,591,12612,11714,898,30029,"Flathead County, Montana"
44423,2522,1673,849,2433,1609,824,5496,3966,1530,5375,4843,532,8568,7836,732,20029,19683,346,30031,"Gallatin County, Montana"
27842,1341,846,495,2282,1098,1184,3468,2369,1099,2915,2570,345,5939,5251,688,11897,11193,704,30049,"Lewis and Clark County, Montana"
50401,3544,3275,269,4004,2718,1286,6971,6033,938,6759,6094,665,11377,10819,558,17746,17213,533,30063,"Missoula County, Montana"
66805,4428,2982,1446,5373,3750,1623,10498,7540,2958,8359,6070,2289,13265,11894,1371,24882,24254,628,30111,"Yellowstone County, Montana"
220858,13037,8690,4347,18035,11853,6182,26426,21002,5424,27505,24343,3162,40822,37387,3435,95033,91599,3434,31055,"Douglas County, Nebraska"
125917,6025,4813,1212,10567,7938,2629,17910,15154,2756,18618,15694,2924,25022,23289,1733,47775,46056,1719,31109,"Lancaster County, Nebraska"
66273,1625,916,709,3347,2219,1128,7256,6123,1133,7536,6828,708,12226,11499,727,34283,33384,899,31153,"Sarpy County, Nebraska"
808605,57609,37072,20537,63791,42870,20921,117680,91861,25819,116654,100738,15916,144780,129113,15667,308091,290828,17263,32003,"Clark County, Nevada"
185709,8647,6382,2265,12911,8571,4340,23154,18252,4902,24657,20550,4107,39116,35244,3872,77224,75396,1828,32031,"Washoe County, Nevada"
30208,595,366,229,4183,2963,1220,4162,2902,1260,4123,3471,652,5249,4627,622,11896,11504,392,33005,"Cheshire County, New Hampshire"
35394,1405,690,715,3168,1708,1460,4237,3275,962,4664,3891,773,6546,5671,875,15374,13951,1423,33009,"Grafton County, New Hampshire"
161649,6406,4429,1977,9876,6124,3752,18947,16369,2578,16208,14930,1278,24266,22239,2027,85946,82792,3154,33011,"Hillsborough County, New Hampshire"
58521,2228,1435,793,4412,3242,1170,6392,5120,1272,7153,6583,570,9011,8303,708,29325,28763,562,33013,"Merrimack County, New Hampshire"
119467,4258,3695,563,6524,4402,2122,10563,8193,2370,9435,8739,696,18392,17420,972,70295,68582,1713,33015,"Rockingham County, New Hampshire"
48393,2850,1519,1331,3280,2327,953,5345,3665,1680,5488,4468,1020,8048,7743,305,23382,22149,1233,33017,"Strafford County, New Hampshire"
96981,5818,3718,2100,8777,5561,3216,11118,8975,2143,12293,10768,1525,18577,16885,1692,40398,38819,1579,34001,"Atlantic County, New Jersey"
339953,12992,7885,5107,18158,11236,6922,32516,24326,8190,26760,23243,3517,42754,39734,3020,206773,200833,5940,34003,"Bergen County, New Jersey"
166698,5273,4015,1258,7889,4554,3335,13744,10407,3337,17901,15346,2555,28686,24880,3806,93205,90541,2664,34005,"Burlington County, New Jersey"
188840,12081,8138,3943,17353,11017,6336,25081,18608,6473,18802,15909,2893,28901,25903,2998,86622,82710,3912,34007,"Camden County, New Jersey"
39208,1809,1128,681,3464,1955,1509,4420,3633,787,4766,4343,423,6756,5953,803,17993,17233,760,34009,"Cape May County, New Jersey"
50034,4383,2824,1559,6182,3322,2860,7079,5867,1212,6567,6162,405,9150,7511,1639,16673,16144,529,34011,"Cumberland County, New Jersey"
289921,24962,16056,8906,28723,19596,9127,37255,27816,9439,28200,24187,4013,42155,35485,6670,128626,122105,6521,34013,"Essex County, New Jersey"
101414,2893,1813,1080,5657,4293,1364,10620,7964,2656,10680,9304,1376,16407,14893,1514,55157,54240,917,34015,"Gloucester County, New Jersey"
263924,18843,12953,5890,20911,13659,7252,29075,23132,5943,25581,21590,3991,38289,35855,2434,131225,126565,4660,34017,"Hudson County, New Jersey"
47733,1321,861,460,1514,722,792,3819,2845,974,3443,2943,500,5801,5376,425,31835,31525,310,34019,"Hunterdon County, New Jersey"
132980,8474,5578,2896,8889,5559,3330,13738,10490,3248,11469,8172,3297,19537,16258,3279,70873,67692,3181,34021,"Mercer County, New Jersey"
285480,12474,8291,4183,13977,9439,4538,26484,20453,6031,25703,20560,5143,44441,39777,4664,162401,157505,4896,34023,"Middlesex County, New Jersey"
236327,9982,6046,3936,11229,6794,4435,21004,16261,4743,16969,14076,2893,32943,29766,3177,144200,140063,4137,34025,"Monmouth County, New Jersey"
181738,4946,3633,1313,6481,3824,2657,12035,9602,2433,12663,11153,1510,22377,20889,1488,123236,119345,3891,34027,"Morris County, New Jersey"
228622,9184,6347,2837,17146,10514,6632,30731,20583,10148,26782,21479,5303,39726,33780,5946,105053,97674,7379,34029,"Ocean County, New Jersey"
169521,9107,5138,3969,14927,9274,5653,18934,13559,5375,16580,14273,2307,24925,21779,3146,85048,79937,5111,34031,"Passaic County, New Jersey"
23952,1848,1062,786,2098,1250,848,3123,2590,533,2523,2237,286,4053,3474,579,10307,9861,446,34033,"Salem County, New Jersey"
118729,3854,2867,987,4134,2966,1168,9039,7728,1311,7062,6376,686,12766,11625,1141,81874,79973,1901,34035,"Somerset County, New Jersey"
53749,1679,1257,422,2287,1532,755,3794,3181,613,4750,4063,687,7592,7094,498,33647,32941,706,34037,"Sussex County, New Jersey"
192021,7194,4492,2702,12477,8032,4445,20164,14725,5439,18443,14514,3929,30178,27120,3058,103565,97691,5874,34039,"Union County, New Jersey"
41742,1746,1155,591,2809,1621,1188,4608,3081,1527,4651,3865,786,5923,5398,525,22005,20883,1122,34041,"Warren County, New Jersey"
270655,24337,14579,9758,26874,19279,7595,44281,33406,10875,36691,30023,6668,46368,40280,6088,92104,85264,6840,35001,"Bernalillo County, New Mexico"
22616,1182,619,563,3054,1546,1508,4688,3517,1171,3343,2428,915,4402,2929,1473,5947,5295,652,35005,"Chaves County, New Mexico"
80409,8166,4497,3669,13435,6516,6919,18433,11568,6865,8788,5631,3157,11812,9857,1955,19775,17779,1996,35013,"Doña Ana County, New Mexico"
23215,1436,542,894,2745,1458,1287,3347,2335,1012,3785,3131,654,4491,4100,391,7411,7117,294,35025,"Lea County, New Mexico"
21449,3653,823,2830,2969,526,2443,4392,1769,2623,2394,1314,1080,3979,2712,1267,4062,3388,674,35031,"McKinley County, New Mexico"
23747,3588,2492,1096,2246,1315,931,3918,3108,810,3910,3377,533,4683,4151,532,5402,5107,295,35035,"Otero County, New Mexico"
53996,2633,1797,836,4777,3186,1591,7027,5614,1413,9901,8680,1221,12300,11235,1065,17358,16661,697,35043,"Sandoval County, New Mexico"
43707,5001,1986,3015,5135,2920,2215,7319,4665,2654,5910,4654,1256,7627,6081,1546,12715,11277,1438,35045,"San Juan County, New Mexico"
62707,3565,2383,1182,5063,2942,2121,8587,6236,2351,9532,7929,1603,11215,9445,1770,24745,23379,1366,35049,"Santa Fe County, New Mexico"
28379,2570,1450,1120,3882,2004,1878,5272,3609,1663,3816,2759,1057,4981,4607,374,7858,6931,927,35061,"Valencia County, New Mexico"
126578,7509,5455,2054,9014,4739,4275,17822,13370,4452,15523,13406,2117,20486,17971,2515,56224,53756,2468,36001,"Albany County, New York"
507370,76862,46395,30467,77273,47610,29663,83457,62974,20483,63280,52905,10375,78932,70551,8381,127566,118953,8613,36005,"Bronx County, New York"
75539,6464,4827,1637,9027,6632,2395,12519,9429,3090,8947,7911,1036,13775,12254,1521,24807,24093,714,36007,"Broome County, New York"
32079,1771,885,886,3919,2176,1743,6083,3918,2165,4826,3667,1159,5885,5309,576,9595,8536,1059,36009,"Cattaraugus County, New York"
30083,1551,846,705,3026,1641,1385,4103,3022,1081,5663,4968,695,4972,4296,676,10768,9868,900,36011,"Cayuga County, New York"
53429,3557,1708,1849,8157,4870,3287,9761,7199,2562,7204,5769,1435,9282,8371,911,15468,14755,713,36013,"Chautauqua County, New York"
34325,2848,1609,1239,3092,1997,1095,6052,5174,878,4277,3701,576,6734,6132,602,11322,10202,1120,36015,"Chemung County, New York"
31392,1982,1249,733,2855,1899,956,3524,2616,908,4703,4367,336,6490,5921,569,11838,10960,878,36019,"Clinton County, New York"
108071,5436,3482,1954,8603,5700,2903,11856,9716,2140,9314,7694,1620,15246,13875,1371,57616,56039,1577,36027,"Dutchess County, New York"
390341,26160,16533,9627,37361,23866,13495,59546,45167,14379,48666,41105,7561,71038,63486,7552,147570,141523,6047,36029,"Erie County, New York"
44657,3698,2463,1235,3055,2026,1029,7950,6655,1295,6229,4937,1292,10006,8876,1130,13719,13239,480,36045,"Jefferson County, New York"
969317,88792,54830,33962,103671,61285,42386,123633,92424,31209,99621,79771,19850,135502,120144,15358,418098,394478,23620,36047,"Kings County, New York"
23746,1110,949,161,2724,1922,802,2755,2178,577,3312,2466,846,4714,4343,371,9131,8768,363,36051,"Livingston County, New York"
26127,1148,666,482,2312,1241,1071,3455,3107,348,3669,3030,639,5479,5017,462,10064,9590,474,36053,"Madison County, New York"
447123,14171,9967,4204,19517,12937,6580,33498,25442,8056,29950,23864,6086,46128,41253,4875,303859,294799,9060,36059,"Nassau County, New York"
752258,63965,40036,23929,66510,42639,23871,68995,55563,13432,57562,47588,9974,85761,75331,10430,409465,396045,13420,36061,"New York County, New York"
89765,6607,4537,2070,10604,6626,3978,12093,8849,3244,11393,8937,2456,15608,13671,1937,33460,31328,2132,36063,"Niagara County, New York"
88871,6084,4401,1683,9622,6343,3279,14037,10582,3455,11557,9602,1955,16885,15521,1364,30686,29220,1466,36065,"Oneida County, New York"
185046,12158,5645,6513,18113,10040,8073,24542,17744,6798,22702,16480,6222,31851,27627,4224,75680,71821,3859,36067,"Onondaga County, New York"
44079,1945,1370,575,3775,2447,1328,5350,4519,831,5836,5364,472,8689,7418,1271,18484,17638,846,36069,"Ontario County, New York"
128259,5846,3879,1967,11161,6992,4169,15200,11373,3827,13144,10522,2622,18045,15607,2438,64863,60870,3993,36071,"Orange County, New York"
46270,3616,2298,1318,4787,3372,1415,6791,5660,1131,6402,5530,872,7715,6787,928,16959,16198,761,36075,"Oswego County, New York"
35425,593,476,117,1528,1249,279,2446,1597,849,2912,2129,783,5612,5276,336,22334,21744,590,36079,"Putnam County, New York"
788110,43159,28109,15050,60943,38800,22143,100199,78495,21704,86634,72096,14538,132482,118799,13683,364693,344472,20221,36081,"Queens County, New York"
64614,3242,2349,893,4175,2748,1427,7045,5228,1817,6982,6360,622,12946,11816,1130,30224,29461,763,36083,"Rensselaer County, New York"
167441,11541,6886,4655,12020,7081,4939,15245,9773,5472,14030,11258,2772,22603,19040,3563,92002,86137,5865,36085,"Richmond County, New York"
99502,3561,2484,1077,8225,4195,4030,9718,7089,2629,7926,6205,1721,13628,11343,2285,56444,53729,2715,36087,"Rockland County, New York"
41680,2717,1589,1128,5556,3638,1918,6275,4538,1737,6409,4744,1665,7109,6248,861,13614,13393,221,36089,"St. Lawrence County, New York"
94156,2510,1299,1211,4868,3189,1679,8977,6432,2545,9898,8657,1241,15814,14818,996,52089,50458,1631,36091,"Saratoga County, New York"
55262,3107,2075,1032,5645,3606,2039,6890,5127,1763,6113,5124,989,9549,8588,961,23958,22731,1227,36093,"Schenectady County, New York"
40578,2441,1308,1133,4369,2748,1621,6467,5024,1443,5075,4477,598,8403,7238,1165,13823,12618,1205,36101,"Steuben County, New York"
496784,17619,13479,4140,26931,19067,7864,37832,29609,8223,38388,32150,6238,64488,58729,5759,311526,298550,12976,36103,"Suffolk County, New York"
28900,1592,748,844,4366,2988,1378,4107,3117,990,3832,2923,909,4849,4327,522,10154,9748,406,36105,"Sullivan County, New York"
40250,2899,1951,948,3712,3039,673,5875,4639,1236,5249,4226,1023,7034,6181,853,15481,14941,540,36109,"Tompkins County, New York"
69154,3619,3169,450,6255,4403,1852,8438,6430,2008,7960,6672,1288,12572,11499,1073,30310,29517,793,36111,"Ulster County, New York"
28007,1238,854,384,2590,1802,788,4123,2441,1682,4010,2895,1115,5427,4776,651,10619,10004,615,36113,"Warren County, New York"
35927,1121,703,418,3166,1763,1403,4791,3839,952,5088,4426,662,7414,6323,1091,14347,13166,1181,36117,"Wayne County, New York"
352498,16360,10434,5926,23259,15106,8153,33333,25379,7954,27857,22917,4940,44584,38326,6258,207105,200077,7028,36119,"Westchester County, New York"
64700,4097,1865,2232,6840,4345,2495,10675,7306,3369,10748,8722,2026,11881,10288,1593,20459,19173,1286,37001,"Alamance County, North Carolina"
56752,3984,3400,584,4016,2652,1364,8471,7696,775,6393,5652,741,12276,11860,416,21612,21230,382,37019,"Brunswick County, North Carolina"
108411,4920,2063,2857,10949,5911,5038,18300,13862,4438,15599,12436,3163,20872,19268,1604,37771,36619,1152,37021,"Buncombe County, North Carolina"
36157,2003,1288,715,4114,1753,2361,7516,4334,3182,6106,4468,1638,6606,5384,1222,9812,9441,371,37023,"Burke County, North Carolina"
73751,3044,2463,581,5297,3820,1477,9922,8292,1630,7600,7042,558,13193,12464,729,34695,33884,811,37025,"Cabarrus County, North Carolina"
31544,1829,1301,528,5318,3091,2227,6273,5051,1222,4761,4384,377,4785,4264,521,8578,7692,886,37027,"Caldwell County, North Carolina"
28720,1325,1180,145,2135,1532,603,5205,4101,1104,4235,3828,407,6262,5709,553,9558,9250,308,37031,"Carteret County, North Carolina"
62861,3162,1904,1258,7299,5071,2228,9762,6810,2952,9019,7882,1137,13531,12502,1029,20088,18780,1308,37035,"Catawba County, North Carolina"
28343,1207,956,251,1500,522,978,3934,2280,1654,2592,2178,414,4948,3564,1384,14162,13175,987,37037,"Chatham County, North Carolina"
34574,3806,1435,2371,4053,1836,2217,6296,3049,3247,5621,3897,1724,5550,4483,1067,9248,8238,1010,37045,"Cleveland County, North Carolina"
40412,3240,1860,1380,4124,2909,1215,7530,6208,1322,5057,4770,287,7608,7302,306,12853,11776,1077,37049,"Craven County, North Carolina"
127911,9817,7406,2411,15583,11202,4381,20876,17867,3009,21742,19282,2460,23181,21214,1967,36712,35382,1330,37051,"Cumberland County, North Carolina"
68761,4731,2922,1809,8304,4047,4257,12078,9281,2797,12375,11167,1208,12902,11208,1694,18371,16674,1697,37057,"Davidson County, North Carolina"
127527,6776,5594,1182,8647,6263,2384,21593,17613,3980,17558,16134,1424,22398,19789,2609,50555,49302,1253,37063,"Durham County, North Carolina"
150437,12430,6912,5518,15759,8406,7353,24898,17236,7662,23335,19472,3863,25670,22751,2919,48345,46531,1814,37067,"Forsyth County, North Carolina"
26380,793,375,418,2343,1523,820,4043,3055,988,3853,3435,418,5053,4461,592,10295,9626,669,37069,"Franklin County, North Carolina"
84999,4786,3643,1143,9036,5430,3606,14578,10626,3952,11681,9379,2302,17259,15297,1962,27659,26397,1262,37071,"Gaston County, North Carolina"
209842,14955,8768,6187,21592,13535,8057,33987,25006,8981,30360,24696,5664,36905,32505,4400,72043,67523,4520,37081,"Guilford County, North Carolina"
46015,2490,1339,1151,5464,2764,2700,6342,4697,1645,8184,6439,1745,9054,8092,962,14481,13740,741,37085,"Harnett County, North Carolina"
49514,2351,1819,532,5226,3120,2106,9041,7119,1922,6250,5200,1050,9022,8120,902,17624,16618,1006,37089,"Henderson County, North Carolina"
68328,2243,1554,689,5492,3726,1766,9497,7647,1850,10068,8899,1169,14909,13388,1521,26119,24990,1129,37097,"Iredell County, North Carolina"
70001,2486,889,1597,4993,1934,3059,12207,8435,3772,8967,6457,2510,14911,12368,2543,26437,24761,1676,37101,"Johnston County, North Carolina"
34233,1571,1252,319,2816,2068,748,3140,1971,1169,5510,4872,638,7069,6549,520,14127,13882,245,37109,"Lincoln County, North Carolina"
418135,20865,14668,6197,26153,19785,6368,58230,46222,12008,55331,50336,4995,74570,69455,5115,182986,177660,5326,37119,"Mecklenburg County, North Carolina"
40756,2913,1475,1438,3570,2367,1203,5028,3734,1294,5392,4950,442,8408,7879,529,15445,14678,767,37125,"Moore County, North Carolina"
37767,1614,864,750,4287,2593,1694,6069,5066,1003,6284,4875,1409,7366,6140,1226,12147,11376,771,37127,"Nash County, North Carolina"
98151,9461,7139,2322,8618,6569,2049,13780,10955,2825,13948,12522,1426,18127,16551,1576,34217,33119,1098,37129,"New Hanover County, North Carolina"
66834,5384,4610,774,4505,2722,1783,11263,10275,988,11362,10612,750,13765,13172,593,20555,20311,244,37133,"Onslow County, North Carolina"
53959,3519,2736,783,3286,2281,1005,6634,5091,1543,6246,5886,360,8507,7589,918,25767,24234,1533,37135,"Orange County, North Carolina"
69288,7924,5562,2362,8844,6185,2659,10707,8264,2443,11442,9638,1804,11471,9629,1842,18900,18206,694,37147,"Pitt County, North Carolina"
54783,3602,2346,1256,6273,3779,2494,9493,7098,2395,9396,7426,1970,10141,8844,1297,15878,14742,1136,37151,"Randolph County, North Carolina"
46026,6423,2828,3595,6156,2669,3487,10417,6762,3655,6719,5151,1568,7942,5724,2218,8369,7601,768,37155,"Robeson County, North Carolina"
37476,3369,1292,2077,6368,2918,3450,6653,3845,2808,4917,3645,1272,6464,5337,1127,9705,8406,1299,37157,"Rockingham County, North Carolina"
53806,3153,2167,986,6726,3755,2971,9038,6787,2251,9813,8775,1038,8643,7426,1217,16433,15575,858,37159,"Rowan County, North Carolina"
26305,2708,1462,1246,4287,2141,2146,4065,2539,1526,3895,2959,936,4637,4131,506,6713,6217,496,37161,"Rutherford County, North Carolina"
29230,2578,811,1767,4022,1665,2357,4941,2817,2124,3354,2366,988,5758,3549,2209,8577,6411,2166,37171,"Surry County, North Carolina"
77696,1342,1142,200,3812,2401,1411,8632,6634,1998,9389,8925,464,12335,11552,783,42186,41516,670,37179,"Union County, North Carolina"
408473,14152,11176,2976,20392,14570,5822,40448,33702,6746,46732,42006,4726,70538,65273,5265,216211,210822,5389,37183,"Wake County, North Carolina"
49019,3470,1772,1698,6698,4237,2461,10451,8316,2135,8490,7673,817,7538,6699,839,12372,11439,933,37191,"Wayne County, North Carolina"
30123,2144,947,1197,4627,2310,2317,6235,4817,1418,4469,3534,935,6614,6342,272,6034,5679,355,37193,"Wilkes County, North Carolina"
31817,3251,1503,1748,5289,3044,2245,5498,4653,845,3449,2714,735,5557,5015,542,8773,7966,807,37195,"Wilson County, North Carolina"
40736,1473,975,498,2715,1607,1108,4841,3339,1502,4489,3489,1000,7740,6618,1122,19478,17867,1611,38015,"Burleigh County, North Dakota"
74343,3310,2132,1178,7293,4176,3117,7898,5598,2300,11471,9763,1708,12150,10719,1431,32221,30912,1309,38017,"Cass County, North Dakota"
30916,3258,1437,1821,2177,1462,715,4918,3766,1152,4218,3507,711,5705,4804,901,10640,9732,908,38035,"Grand Forks County, North Dakota"
27887,2303,782,1521,2502,1409,1093,3464,2595,869,3112,2811,301,5360,4925,435,11146,10681,465,38101,"Ward County, North Dakota"
41204,2541,1425,1116,4707,2725,1982,7022,5669,1353,6619,5905,714,8529,7982,547,11786,11328,458,39003,"Allen County, Ohio"
35445,4020,2746,1274,4960,2587,2373,4808,3853,955,5242,4692,550,6358,5304,1054,10057,9378,679,39007,"Ashtabula County, Ohio"
22533,3263,1962,1301,3224,2005,1219,4141,3335,806,3263,2932,331,2508,2345,163,6134,5774,360,39009,"Athens County, Ohio"
24742,841,450,391,2966,1501,1465,4571,2624,1947,3910,3027,883,4657,3853,804,7797,7039,758,39013,"Belmont County, Ohio"
143040,8536,6053,2483,11121,7447,3674,20246,15069,5177,19776,17064,2712,25301,22980,2321,58060,56622,1438,39017,"Butler County, Ohio"
55327,3490,2409,1081,5566,3925,1641,9067,6921,2146,9640,8495,1145,11304,10754,550,16260,15553,707,39023,"Clark County, Ohio"
77920,3695,2169,1526,5666,3771,1895,10720,8137,2583,8469,7577,892,15953,14968,985,33417,32099,1318,39025,"Clermont County, Ohio"
41884,3166,1865,1301,4806,2918,1888,8775,6383,2392,6790,5740,1050,6579,6208,371,11768,11129,639,39029,"Columbiana County, Ohio"
542122,55429,31584,23845,60729,37374,23355,84038,63532,20506,71288,58585,12703,87989,80133,7856,182649,175693,6956,39035,"Cuyahoga County, Ohio"
70501,1662,1359,303,1954,1656,298,4363,3784,579,6233,6074,159,10779,10263,516,45510,44876,634,39041,"Delaware County, Ohio"
31675,2443,1838,605,1969,1021,948,6248,4339,1909,5254,4401,853,5791,4732,1059,9970,8657,1313,39043,"Erie County, Ohio"
55934,2912,1828,1084,3382,1749,1633,8661,6177,2484,5788,4499,1289,9661,9021,640,25530,24218,1312,39045,"Fairfield County, Ohio"
519468,32454,21266,11188,40193,29550,10643,72491,57526,14965,70734,62322,8412,98228,90929,7299,205368,198993,6375,39049,"Franklin County, Ohio"
35387,882,626,256,1495,796,699,3588,2636,952,3634,3033,601,6306,4679,1627,19482,17847,1635,39055,"Geauga County, Ohio"
66053,4558,3098,1460,5070,3475,1595,7067,5845,1222,7548,6531,1017,11443,9870,1573,30367,29791,576,39057,"Greene County, Ohio"
344562,27996,18995,9001,33387,22479,10908,48292,39305,8987,43447,36760,6687,60246,55695,4551,131194,126881,4313,39061,"Hamilton County, Ohio"
31606,1780,1396,384,2275,1641,634,5394,4027,1367,3157,2857,300,6520,6095,425,12480,12027,453,39063,"Hancock County, Ohio"
27292,2206,889,1317,4451,2969,1482,5843,4059,1784,3043,2474,569,5152,4785,367,6597,6198,399,39081,"Jefferson County, Ohio"
96577,3093,2342,751,6300,4068,2232,12702,10058,2644,14167,12154,2013,18798,16921,1877,41517,39702,1815,39085,"Lake County, Ohio"
62237,3000,1890,1110,5390,3510,1880,6816,5225,1591,8088,7177,911,10616,9944,672,28327,27065,1262,39089,"Licking County, Ohio"
121344,8168,4169,3999,11403,6159,5244,15586,11371,4215,15932,12906,3026,22576,19733,2843,47679,44307,3372,39093,"Lorain County, Ohio"
178289,18860,12151,6709,19850,12617,7233,31638,25866,5772,22674,19484,3190,31821,28755,3066,53446,51763,1683,39095,"Lucas County, Ohio"
97365,7490,4694,2796,11276,6987,4289,15979,12045,3934,15237,12380,2857,16536,15132,1404,30847,29678,1169,39099,"Mahoning County, Ohio"
24205,2483,1724,759,3311,2032,1279,3685,2718,967,4344,3415,929,4393,4108,285,5989,5735,254,39101,"Marion County, Ohio"
70609,2200,1793,407,3813,2787,1026,7854,5491,2363,7752,6914,838,13192,11836,1356,35798,33382,2416,39103,"Medina County, Ohio"
41148,2530,1695,835,3408,1819,1589,5018,3884,1134,6803,5988,815,7116,6623,493,16273,15877,396,39109,"Miami County, Ohio"
224225,18427,11528,6899,24784,16439,8345,35440,28498,6942,31697,28626,3071,40049,37533,2516,73828,70934,2894,39113,"Montgomery County, Ohio"
34471,2867,1991,876,4325,3062,1263,5449,3818,1631,4730,3838,892,6117,5492,625,10983,10366,617,39119,"Muskingum County, Ohio"
60801,3168,2126,1042,5701,3626,2075,8698,6547,2151,6779,5024,1755,10277,9373,904,26178,24454,1724,39133,"Portage County, Ohio"
48105,4275,2266,2009,4829,2928,1901,7390,5114,2276,7697,6293,1404,10672,9615,1057,13242,12532,710,39139,"Richland County, Ohio"
