total,less_10000_total,less_10000_internet,less_10000_none,_10000_19900_total,_10000_19900_internet,_10000_19900_none,_20000_34999_total,_20000_34999_internet,_20000_34999_none,_35000_49999_total,_35000_49999_internet,_35000_49999_none,_50000_74900_total,_50000_74900_internet,_50000_74900_none,greater_75000_total,greater_75000_internet,greater_75000_none,id,geographic_area_name
29849,1405,510,895,1921,1122,799,2062,1400,662,2707,1960,747,5488,5178,310,16266,14551,1715,51095,"James City County, Virginia"
133417,1529,1203,326,2684,2117,567,6483,5728,755,7483,6571,912,13154,12300,854,102084,99714,2370,51107,"Loudoun County, Virginia"
34585,4369,3813,556,4174,2839,1335,4524,3375,1149,3388,3315,73,7200,6561,639,10930,10528,402,51121,"Montgomery County, Virginia"
143861,3224,2971,253,3873,3042,831,8343,7334,1009,11564,10641,923,19856,19192,664,97001,95359,1642,51153,"Prince William County, Virginia"
38061,863,514,349,2774,1672,1102,6219,4377,1842,4781,4177,604,5687,5504,183,17737,16035,1702,51161,"Roanoke County, Virginia"
31462,2218,943,1275,1802,1314,488,3821,2393,1428,4748,3700,1048,7273,5854,1419,11600,10816,784,51165,"Rockingham County, Virginia"
45223,1648,1245,403,1843,1226,617,3559,2821,738,3419,2846,573,8178,7606,572,26576,25787,789,51177,"Spotsylvania County, Virginia"
48418,986,824,162,1180,977,203,2965,2590,375,3307,2577,730,6647,6443,204,33333,33008,325,51179,"Stafford County, Virginia"
24996,1165,614,551,1281,626,655,1634,1438,196,2866,2542,324,4529,4062,467,13521,12358,1163,51199,"York County, Virginia"
71740,2949,1762,1187,3468,2314,1154,4869,4147,722,5167,4596,571,9828,8894,934,45459,44419,1040,51510,"Alexandria city, Virginia"
86122,3787,2943,844,4719,3528,1191,7939,6022,1917,10063,8973,1090,13561,12879,682,46053,44547,1506,51550,"Chesapeake city, Virginia"
54800,4516,2479,2037,5087,3248,1839,6244,4095,2149,8395,6412,1983,12236,10313,1923,18322,16951,1371,51650,"Hampton city, Virginia"
28500,2143,1291,852,3167,2343,824,7193,5525,1668,3655,3020,635,4058,3847,211,8284,7718,566,51680,"Lynchburg city, Virginia"
71291,5673,2239,3434,6770,3256,3514,11374,6047,5327,11702,6150,5552,13848,9550,4298,21924,18861,3063,51700,"Newport News city, Virginia"
89338,8142,5446,2696,9786,6733,3053,14537,11847,2690,12536,10714,1822,18580,16628,1952,25757,24818,939,51710,"Norfolk city, Virginia"
34578,4108,2480,1628,3105,1791,1314,5837,4855,982,4905,4314,591,6516,5659,857,10107,9673,434,51740,"Portsmouth city, Virginia"
91359,9382,5394,3988,9684,5736,3948,15276,11181,4095,12398,9448,2950,14271,12131,2140,30348,28339,2009,51760,"Richmond city, Virginia"
41353,3928,2457,1471,5251,2270,2981,8777,5447,3330,6246,4722,1524,5586,5425,161,11565,10382,1183,51770,"Roanoke city, Virginia"
34890,1585,747,838,3152,1587,1565,3186,2129,1057,4143,3050,1093,5935,4740,1195,16889,16287,602,51800,"Suffolk city, Virginia"
172183,5589,4201,1388,7384,5471,1913,16657,13984,2673,21006,18602,2404,32992,30381,2611,88555,85170,3385,51810,"Virginia Beach city, Virginia"
71921,2245,1670,575,4725,3627,1098,9629,6643,2986,9348,8321,1027,14240,12010,2230,31734,30236,1498,53005,"Benton County, Washington"
31587,934,372,562,2203,1938,265,6034,3682,2352,4460,3733,727,7781,7030,751,10175,9667,508,53007,"Chelan County, Washington"
33265,1905,1315,590,4243,2672,1571,4449,3675,774,3988,3747,241,6810,6570,240,11870,11527,343,53009,"Clallam County, Washington"
178980,6529,4576,1953,9357,6988,2369,18842,15316,3526,22230,20551,1679,33690,31544,2146,88332,86124,2208,53011,"Clark County, Washington"
43279,2694,1879,815,3438,2393,1045,6993,5162,1831,6070,5322,748,8377,7336,1041,15707,14616,1091,53015,"Cowlitz County, Washington"
27067,920,673,247,1881,1637,244,3604,2962,642,4171,3538,633,6221,6011,210,10270,9725,545,53021,"Franklin County, Washington"
30806,2074,918,1156,2648,1690,958,4789,4058,731,5255,4694,561,4839,4583,256,11201,10761,440,53025,"Grant County, Washington"
27674,2333,1594,739,3370,2189,1181,4716,3638,1078,3760,3346,414,6282,5639,643,7213,6822,391,53027,"Grays Harbor County, Washington"
34572,1798,1545,253,1959,1634,325,3724,3115,609,4723,4349,374,7599,6750,849,14769,14385,384,53029,"Island County, Washington"
897476,38288,27580,10708,43095,30199,12896,71149,59559,11590,78165,67781,10384,128023,118640,9383,538756,526801,11955,53033,"King County, Washington"
105411,4857,3700,1157,6105,4904,1201,10062,7934,2128,12314,11294,1020,17667,16871,796,54406,53444,962,53035,"Kitsap County, Washington"
30327,1547,1147,400,2318,1795,523,4605,3535,1070,4765,3953,812,5044,4598,446,12048,11287,761,53041,"Lewis County, Washington"
25864,1451,1022,429,2467,1668,799,4198,3696,502,2904,2664,240,5351,5038,313,9493,8888,605,53045,"Mason County, Washington"
328519,12812,8364,4448,16828,10846,5982,33284,27032,6252,40216,34678,5538,60053,53673,6380,165326,158692,6634,53053,"Pierce County, Washington"
48474,2541,1916,625,2689,1873,816,5335,4455,880,6441,5610,831,7958,7768,190,23510,22234,1276,53057,"Skagit County, Washington"
300215,9520,7353,2167,13797,9274,4523,25991,21396,4595,28624,26582,2042,50768,47069,3699,171515,167253,4262,53061,"Snohomish County, Washington"
206191,12571,9176,3395,18732,14474,4258,29694,24276,5418,28027,25436,2591,40285,37053,3232,76882,74427,2455,53063,"Spokane County, Washington"
110713,3892,2936,956,7192,5373,1819,10648,8124,2524,14680,12607,2073,20493,18319,2174,53808,51284,2524,53067,"Thurston County, Washington"
87080,5327,3771,1556,6772,4910,1862,12055,9709,2346,10248,8378,1870,18379,16749,1630,34299,32286,2013,53073,"Whatcom County, Washington"
83320,5649,3391,2258,8736,5565,3171,11951,9869,2082,13443,11266,2177,16882,15038,1844,26659,24846,1813,53077,"Yakima County, Washington"
45800,1987,1494,493,2921,2375,546,6645,4998,1647,6252,4691,1561,11134,9391,1743,16861,15805,1056,54003,"Berkeley County, West Virginia"
38024,4739,3061,1678,4778,2573,2205,7875,6064,1811,5992,5146,846,6431,5600,831,8209,7890,319,54011,"Cabell County, West Virginia"
47924,2078,1238,840,3419,1998,1421,7924,6252,1672,6892,5632,1260,8616,7805,811,18995,18417,578,55063,"La Crosse County, Wisconsin"
35259,1441,1087,354,3417,1592,1825,6005,4308,1697,5715,4829,886,7324,6981,343,11357,10963,394,55071,"Manitowoc County, Wisconsin"
56245,1631,1018,613,4609,2509,2100,7871,5336,2535,7474,6338,1136,12133,10904,1229,22527,21425,1102,55073,"Marathon County, Wisconsin"
384281,32798,19309,13489,42071,25226,16845,62942,43311,19631,55570,45314,10256,69459,59747,9712,121441,114857,6584,55079,"Milwaukee County, Wisconsin"
74603,2323,1686,637,5938,3652,2286,9964,7654,2310,9477,7970,1507,14734,13540,1194,32167,31155,1012,55087,"Outagamie County, Wisconsin"
36261,916,673,243,2807,1847,960,3572,2366,1206,3837,3508,329,5474,4916,558,19655,19151,504,55089,"Ozaukee County, Wisconsin"
29193,1688,1420,268,3079,2077,1002,3483,2770,713,4338,3831,507,5828,4875,953,10777,10418,359,55097,"Portage County, Wisconsin"
76808,5424,3892,1532,6160,3513,2647,12189,10096,2093,8521,7715,806,13792,12175,1617,30722,29735,987,55101,"Racine County, Wisconsin"
64632,2258,1362,896,6432,3900,2532,9002,6994,2008,10609,9000,1609,13445,12143,1302,22886,21678,1208,55105,"Rock County, Wisconsin"
34422,847,552,295,1693,1350,343,3125,1866,1259,4248,3236,1012,5667,5328,339,18842,17985,857,55109,"St. Croix County, Wisconsin"
46308,1527,967,560,3975,2523,1452,6494,4591,1903,6453,5500,953,9879,9211,668,17980,17362,618,55117,"Sheboygan County, Wisconsin"
40864,1906,1165,741,3214,1971,1243,5075,4098,977,5590,5274,316,8170,7158,1012,16909,15785,1124,55127,"Walworth County, Wisconsin"
55488,1441,857,584,2471,1153,1318,6113,4651,1462,8058,6784,1274,10146,9462,684,27259,26641,618,55131,"Washington County, Wisconsin"
158368,4445,2832,1613,8165,5788,2377,16119,12567,3552,15906,13912,1994,23979,22331,1648,89754,88489,1265,55133,"Waukesha County, Wisconsin"
71332,3943,2818,1125,5068,3341,1727,12341,9628,2713,9778,7406,2372,14691,13618,1073,25511,24676,835,55139,"Winnebago County, Wisconsin"
32274,1452,672,780,3302,2190,1112,4532,3569,963,5249,4386,863,7244,6407,837,10495,9881,614,55141,"Wood County, Wisconsin"
39678,1557,1100,457,3514,2490,1024,5855,4590,1265,4365,3927,438,7547,6858,689,16840,16139,701,56021,"Laramie County, Wyoming"
32240,1645,1195,450,1977,1402,575,4475,3183,1292,4070,3392,678,6533,5632,901,13540,12539,1001,56025,"Natrona County, Wyoming"
30206,9480,4758,4722,6699,3656,3043,6290,4528,1762,4067,3639,428,2387,2066,321,1283,1283,0,72013,"Arecibo Municipio, Puerto Rico"
64932,14265,9185,5080,12575,8136,4439,13068,10413,2655,9356,8639,717,9573,9038,535,6095,5921,174,72021,"Bayamón Municipio, Puerto Rico"
47374,10063,5748,4315,8635,5205,3430,10238,8184,2054,6854,6102,752,5743,5366,377,5841,5739,102,72025,"Caguas Municipio, Puerto Rico"
61313,13053,7460,5593,12732,8654,4078,13776,10960,2816,8930,7599,1331,6698,5924,774,6124,5959,165,72031,"Carolina Municipio, Puerto Rico"
27857,4075,2124,1951,4602,2583,2019,4872,3180,1692,3765,2854,911,4218,3888,330,6325,6244,81,72061,"Guaynabo Municipio, Puerto Rico"
30909,13414,8453,4961,6860,4442,2418,4886,4092,794,2546,1885,661,1443,1226,217,1760,1652,108,72097,"Mayagüez Municipio, Puerto Rico"
53450,15218,8408,6810,13618,8677,4941,11773,8540,3233,5813,4493,1320,3419,3136,283,3609,3275,334,72113,"Ponce Municipio, Puerto Rico"
147267,41164,11648,29516,26745,10544,16201,25099,13432,11667,18715,13037,5678,15303,11563,3740,20241,18766,1475,72127,"San Juan Municipio, Puerto Rico"
21511,4764,1073,3691,4110,876,3234,4367,778,3589,2294,1104,1190,3598,2225,1373,2378,1814,564,72135,"Toa Alta Municipio, Puerto Rico"
26085,6008,1433,4575,4291,1291,3000,5815,2481,3334,4360,2365,1995,3091,1984,1107,2520,1959,561,72137,"Toa Baja Municipio, Puerto Rico"
23195,3431,1802,1629,4486,2927,1559,4911,3647,1264,3154,2845,309,3749,3498,251,3464,3394,70,72139,"Trujillo Alto Municipio, Puerto Rico"
