id,total,i_under_050,i_050_074,i_075_099,i_100_124,i_125_149,i_150_174,i_175_184,i_185_199,i_200_299,i_300_399,i_400_499,i_500_over
48251,44857,1351,1560,850,890,1530,2824,1070,933,7745,7969,5041,13094
48257,30719,1104,702,1211,737,935,1271,276,426,5238,5268,3735,9816
48291,18066,707,144,464,649,822,691,212,1108,4434,2348,2762,3725
48303,71198,2349,2366,2574,2671,3454,2658,1662,2260,12758,9905,7236,21305
48309,60708,4702,1957,2322,4088,2055,2925,1124,1231,9537,8581,6091,16095
48329,38617,579,1223,1036,852,733,1550,459,938,4879,4938,4635,16795
48339,147327,4229,2070,4045,4700,6021,3660,1741,2515,19664,17432,15975,65275
48347,14717,969,338,560,593,835,532,283,676,2498,2439,1234,3760
48355,87889,5516,3667,2769,2878,5488,4465,1738,2572,13945,13019,7731,24101
48361,20284,764,150,682,352,787,1049,336,370,3137,3806,2770,6081
48367,34321,385,471,676,584,1536,810,756,681,5156,4139,3351,15776
48375,28561,1902,939,1778,2237,2106,1728,452,1113,5480,3797,1715,5314
48381,34152,391,486,624,221,728,822,473,567,5642,6177,5980,12041
48397,29363,1217,249,165,66,131,889,431,1268,3553,3647,3519,14228
48409,16235,957,684,752,677,752,696,119,385,2966,2206,2192,3849
48423,54682,3286,1431,1827,1384,1556,2561,729,1813,8826,8243,5748,17278
48439,502918,18249,12903,15781,20769,18702,19721,8849,12891,74365,67640,56282,176766
48441,32688,1714,1084,971,2190,1099,1132,473,992,5499,5859,3304,8371
48451,28326,1416,728,1125,1598,605,1539,299,407,6061,4053,3159,7336
48453,281467,9169,6871,7570,7327,7980,9093,4712,4680,32187,31223,25963,134692
48469,21814,643,829,1357,1114,620,815,442,274,3678,2966,2796,6280
48471,13354,1187,466,661,499,442,25,302,401,2382,1742,1292,3955
48479,59208,4763,3837,4898,3512,3802,3699,2039,2034,10012,6157,4816,9639
48485,30563,1592,1100,1343,1769,1329,1445,440,779,4207,5162,4086,7311
48491,135729,2639,953,2162,3679,3024,3456,2274,2169,16624,17234,17561,63954
48497,17357,225,290,497,169,524,533,140,466,3716,2769,2335,5693
49005,29646,1474,615,1295,1401,1603,1167,849,270,6070,5203,3308,6391
49011,83092,2050,530,860,1654,2066,2730,1136,1325,12973,15601,12022,30145
49035,265179,5656,4527,4818,6603,8158,8793,4366,5170,43739,40407,33219,99723
49045,15962,210,361,171,327,372,400,456,394,2895,3993,2455,3928
49049,140373,3131,2788,2617,4573,4326,6250,3235,3672,28386,26052,19226,36117
49053,44128,1238,682,828,2406,2053,2494,798,1484,7607,7538,5816,11184
49057,63224,1226,1203,1614,1438,2386,2344,1207,1263,11846,11277,8570,18850
50007,37668,630,489,821,448,411,669,229,597,3993,4658,5988,18735
51003,26631,871,726,117,414,425,945,214,365,3304,3403,2752,13095
51013,51898,620,496,964,372,1869,1068,282,365,2989,4252,2886,35735
51015,20628,436,259,362,528,630,949,278,413,3109,4071,2750,6843
51019,21765,523,396,608,261,357,704,276,501,4359,3223,3937,6620
51041,93676,2065,813,1736,2003,2685,2350,1456,1328,12054,13953,13329,39904
51059,284876,3001,3291,4398,4612,5356,5190,2953,3582,19917,25115,25028,182433
51061,18279,228,264,26,468,242,434,12,112,1800,2841,1869,9983
51069,23773,389,299,335,344,457,560,316,683,3600,3487,2826,10477
51085,29717,686,123,341,497,448,619,211,218,2934,3435,4351,15854
51087,81503,2057,1082,2083,1403,3014,2111,409,1006,11997,10284,10113,35944
51095,21705,588,464,185,663,381,62,187,80,2451,2763,1781,12100
51107,103064,994,268,1470,758,1985,2704,197,660,6091,7634,7940,72363
51121,17953,677,805,160,468,173,784,330,554,2624,2587,1517,7274
51153,110771,1782,1501,1787,1712,3579,2749,802,2446,11214,11906,13695,57598
51161,25320,0,246,584,423,1013,451,412,226,3522,4232,3609,10602
51165,22397,526,285,372,409,1370,624,583,458,4228,4455,2936,6151
51177,35096,540,906,428,680,1109,1231,159,377,4548,4492,5237,15389
51179,39246,354,643,216,523,609,1232,498,809,3894,4876,4276,21316
51199,16763,440,277,0,296,273,186,83,395,1363,2407,2305,8738
51510,35480,1487,750,1273,917,396,659,337,291,3368,2577,2043,21382
51550,63748,1963,889,889,2034,2129,1791,981,1295,8554,7756,8641,26826
51650,31422,1828,721,898,328,1274,569,803,1515,6282,4036,3419,9749
51680,14511,648,684,169,832,365,1106,111,258,2088,2474,1708,4068
51700,41824,1230,1118,1476,1842,1882,1838,901,1543,8386,4739,4297,12572
51710,51345,2491,1724,2824,3448,1345,2764,421,1477,9340,7041,5755,12715
51740,19958,1467,323,907,629,1053,1589,246,394,4595,1387,2797,4571
51760,40477,3216,897,1804,695,2288,1590,407,1165,6533,4672,3058,14152
51770,22638,1590,898,772,908,1142,1722,557,676,4648,2305,2329,5091
51800,24434,746,429,395,599,469,1168,69,493,3346,3207,2782,10731
51810,116678,2655,1110,1528,1391,2607,3400,1170,2236,17673,16369,18455,48084
53005,48936,1168,496,1515,2068,1131,1501,877,1231,7417,6999,6226,18307
53007,20322,99,473,784,1163,648,1258,94,1010,4436,2230,2238,5889
53009,21564,618,342,678,720,222,941,339,497,3403,2922,3046,7836
53011,124605,3512,1410,1853,3305,2631,2887,1508,3052,19281,20026,14815,50325
53015,28076,1279,726,394,784,1372,1063,323,1475,4102,4869,3535,8154
53021,21365,923,579,870,663,1417,850,288,902,4664,2129,2524,5556
53025,21332,825,242,513,1469,1365,1141,499,664,2900,4854,2297,4563
53027,17388,609,751,233,577,1381,698,477,998,3098,3071,1660,3835
53029,24156,364,98,264,745,729,854,498,247,4099,4412,2499,9347
53033,536144,10738,7604,11154,7912,9400,10179,5357,6737,50129,56943,54213,305778
53035,70776,2225,772,1305,1602,746,1995,732,1510,10455,7524,10407,31503
53041,20221,601,671,280,930,707,556,91,716,4498,2834,2597,5740
53045,15168,420,480,415,594,453,810,550,183,2375,2086,2061,4741
53053,223206,6021,2692,2998,5733,6213,7408,2332,3792,34439,33990,26183,91405
53057,33216,616,616,452,188,1348,1379,390,960,6066,4494,4568,12139
53061,211582,4585,2478,3975,2878,4301,5119,2485,3478,24376,30548,24202,103157
53063,129299,3889,2534,3845,5085,4993,5774,2003,2740,20184,19482,20276,38494
53067,73809,1724,814,876,1915,2911,2191,977,903,10126,11893,10017,29462
53073,52754,1716,289,2571,562,2531,1892,387,1304,7677,7656,6580,19589
53077,60727,2269,2746,2723,4527,3792,3219,1072,2151,11915,8643,6253,11417
54003,29077,590,687,948,731,460,1818,710,431,5833,4663,3547,8659
54011,20673,1257,658,483,936,1047,917,338,248,4266,3509,1908,5106
54033,16051,769,584,758,577,527,758,113,135,2532,2773,2181,4344
54039,45228,2627,1554,2113,1959,1465,1900,718,1104,9110,5482,4825,12371
54061,21507,545,656,252,719,484,674,319,657,3304,2734,2115,9048
54081,19889,1582,691,1195,815,775,729,489,556,4762,2697,1958,3640
54107,22130,970,804,631,1443,877,1211,480,415,3761,3419,2257,5862
55009,66181,1344,958,1561,1403,1768,3031,1133,1031,11619,10544,8887,22902
55025,127612,2448,1225,1622,2341,2159,2776,2115,2128,12521,19100,17095,62082
55027,23524,257,288,936,893,565,415,174,540,5110,3917,3723,6706
55035,22752,650,88,158,343,282,602,378,225,3742,4616,3905,7763
55039,26010,674,872,594,260,733,616,381,278,4892,5188,3766,7756
55055,22536,695,632,123,759,191,523,342,571,3436,3742,3591,7931
55059,41835,1333,1039,1170,382,1652,1595,1109,420,5528,6233,5855,15519
55063,26812,183,232,293,511,694,837,347,312,4721,4744,3798,10140
55071,21201,604,678,341,646,637,566,571,437,3948,4050,2944,5779
55073,37425,531,263,674,1125,1060,1301,494,746,7421,6440,5380,11990
55079,218292,11886,8462,10504,10737,8937,8083,4835,6152,35669,30214,22294,60519
55087,50437,572,1210,952,991,1118,2182,411,1212,8661,8369,6375,18384
55089,25444,254,185,102,458,333,604,20,859,2456,2959,4002,13212
55097,17499,405,380,208,333,676,276,167,367,3121,2874,2863,5829
55101,50339,2544,1041,708,1574,2236,1595,961,1233,7030,7208,7210,16999
55105,40744,1465,559,1189,1263,1433,1019,1243,793,7836,6372,5653,11919
55109,24646,423,37,195,378,344,635,333,770,3482,4093,3334,10622
55117,29351,592,322,307,917,511,758,484,895,5298,6352,4107,8808
55127,26923,390,668,565,869,1037,611,485,536,4409,4996,3811,8546
55131,38313,636,205,56,980,564,1190,544,791,4977,5392,5575,17403
55133,110134,1094,1218,808,1085,1853,1658,595,1305,10764,13768,12944,63042
55139,41338,958,684,692,996,1442,1184,779,1477,7175,6645,5900,13406
55141,19775,527,501,609,1051,459,632,638,549,2911,2758,3609,5531
56021,25836,743,220,513,975,489,746,302,141,3586,3672,4859,9590
56025,20266,520,328,476,271,526,1154,448,634,3932,2238,2308,7431
72013,20820,4390,2672,1483,2208,1892,1891,535,451,2929,1280,553,536
72021,43141,7136,2986,3749,2916,3812,2764,1324,1095,8036,4395,2444,2484
72025,31241,5570,2142,2266,1625,2599,2234,1167,1029,6485,2340,1412,2372
72031,40612,7514,2389,3194,3520,3252,2636,1727,1267,6551,3473,2183,2906
72061,17947,1248,1587,1163,937,1259,971,587,801,2570,1980,1171,3673
72097,16748,4948,2032,1258,1379,1205,937,369,612,2069,771,225,943
72113,34737,8045,4058,4277,3041,2467,2225,616,1182,4408,2080,1174,1164
72127,83520,18712,6547,5233,4158,5008,5511,1753,2127,12337,7394,4650,10090
72135,16232,2353,989,1223,1615,1470,1097,209,517,3264,1352,999,1144
72137,18440,2934,1031,1941,1635,1835,1061,219,634,4667,919,543,1021
72139,16876,1801,1741,1326,1167,838,552,216,424,3866,2335,976,1634
